order_id,order_date,customer_id,store_id,channel,delivery_partner_id,promised_days,actual_days,delivery_status,delivery_rating
O015452,2026-01-08,CU01562,S008,Website,DP04,3,3,On Time,4.6
O015453,2026-06-24,CU01112,S007,Physical Store,DP01,1,1,On Time,5.0
O015454,2026-03-22,CU02155,S005,Mobile App,DP01,3,3,On Time,5.0
O015455,2026-01-26,CU04333,S006,Mobile App,DP01,3,3,On Time,5.0
O015456,2026-02-26,CU00204,S002,Website,DP04,3,3,On Time,4.0
O015457,2026-05-15,CU04677,S008,Physical Store,DP05,1,1,On Time,5.0
O015458,2026-01-26,CU02640,S006,Mobile App,DP03,3,3,On Time,4.5
O015459,2026-04-24,CU00864,S005,Website,DP01,3,3,On Time,5.0
O015460,2026-04-28,CU03710,S009,Website,DP05,3,3,On Time,5.0
O015461,2026-04-26,CU04969,S001,Mobile App,DP01,3,3,On Time,5.0
O015462,2026-02-16,CU03022,S001,Corporate,DP05,1,1,On Time,4.8
O015463,2026-04-12,CU04633,S001,Corporate,DP01,1,4,Delayed,2.1
O015464,2026-05-04,CU00534,S006,Website,DP02,3,7,Delayed,1.9
O015465,2026-06-12,CU00740,S009,Physical Store,DP03,1,1,On Time,5.0
O015466,2026-06-07,CU01839,S008,Physical Store,DP03,1,1,On Time,4.5
O015467,2026-06-27,CU04407,S006,Physical Store,DP01,1,1,On Time,5.0
O015468,2026-01-24,CU02313,S009,Mobile App,DP04,3,3,On Time,5.0
O015469,2026-01-30,CU02930,S001,Corporate,DP03,1,1,On Time,4.9
O015470,2026-02-23,CU00374,S006,Mobile App,DP03,3,3,On Time,5.0
O015471,2026-03-08,CU03949,S004,Website,DP04,3,3,On Time,4.6
O015472,2026-02-01,CU02659,S008,Mobile App,DP01,3,3,On Time,5.0
O015473,2026-01-08,CU03495,S002,Physical Store,DP04,1,1,On Time,4.8
O015474,2026-06-27,CU04316,S007,Mobile App,DP02,3,3,On Time,4.7
O015475,2026-06-24,CU01501,S002,Website,DP02,3,6,Delayed,2.2
O015476,2026-02-15,CU00520,S004,Physical Store,DP01,1,1,On Time,5.0
O015477,2026-03-21,CU00363,S009,Mobile App,DP03,3,3,On Time,4.5
O015478,2026-02-04,CU01477,S008,Mobile App,DP03,3,3,On Time,4.9
O015479,2026-03-30,CU04720,S009,Mobile App,DP03,3,3,On Time,4.9
O015480,2026-03-20,CU02013,S002,Mobile App,DP01,3,4,Delayed,3.8
O015481,2026-06-28,CU03325,S005,Website,DP05,3,3,On Time,5.0
O015482,2026-05-16,CU01953,S004,Physical Store,DP02,1,1,On Time,4.9
O015483,2026-02-03,CU04309,S008,Physical Store,DP03,1,1,On Time,5.0
O015484,2026-01-25,CU04970,S002,Website,DP04,3,3,On Time,5.0
O015485,2026-04-23,CU00531,S003,Mobile App,DP04,3,6,Delayed,2.5
O015486,2026-06-21,CU04544,S004,Website,DP03,3,3,On Time,5.0
O015487,2026-03-24,CU04148,S007,Website,DP03,3,3,On Time,5.0
O015488,2026-02-12,CU02703,S002,Website,DP01,3,3,On Time,4.5
O015489,2026-05-06,CU01578,S008,Physical Store,DP03,1,1,On Time,5.0
O015490,2026-06-27,CU01632,S006,Website,DP01,3,3,On Time,4.9
O015491,2026-01-13,CU02387,S007,Mobile App,DP03,3,3,On Time,5.0
O015492,2026-06-23,CU00847,S004,Physical Store,DP04,1,4,Delayed,3.5
O015493,2026-05-05,CU00896,S001,Physical Store,DP05,1,1,On Time,5.0
O015494,2026-03-17,CU01841,S002,Website,DP02,3,3,On Time,4.5
O015495,2026-03-28,CU01357,S006,Mobile App,DP01,3,3,On Time,4.5
O015496,2026-06-30,CU01620,S001,Physical Store,DP01,1,3,Delayed,3.7
O015497,2026-04-14,CU01871,S007,Corporate,DP04,1,1,On Time,4.9
O015498,2026-05-10,CU02247,S008,Mobile App,DP01,3,3,On Time,5.0
O015499,2026-02-09,CU01463,S008,Mobile App,DP03,3,3,On Time,4.9
O015500,2026-01-23,CU02198,S002,Website,DP01,3,3,On Time,4.8
O015501,2026-03-10,CU01963,S004,Mobile App,DP02,3,3,On Time,5.0
O015502,2026-02-03,CU01364,S009,Website,DP05,3,3,On Time,5.0
O015503,2026-06-04,CU04732,S006,Website,DP05,3,3,On Time,4.7
O015504,2026-02-24,CU03603,S007,Physical Store,DP05,1,1,On Time,5.0
O015505,2026-04-16,CU00859,S005,Corporate,DP03,1,1,On Time,5.0
O015506,2026-01-04,CU03218,S009,Website,DP02,3,3,On Time,4.5
O015507,2026-03-11,CU00778,S004,Physical Store,DP05,1,1,On Time,4.9
O015508,2026-06-04,CU00050,S007,Website,DP01,3,3,On Time,4.0
O015509,2026-02-16,CU02609,S008,Mobile App,DP02,3,3,On Time,5.0
O015510,2026-04-24,CU03683,S006,Mobile App,DP05,3,3,On Time,5.0
O015511,2026-04-27,CU00376,S001,Physical Store,DP02,1,1,On Time,4.0
O015512,2026-04-28,CU00023,S006,Mobile App,DP05,3,3,On Time,5.0
O015513,2026-06-17,CU02673,S007,Website,DP04,3,5,Delayed,3.4
O015514,2026-06-04,CU04379,S004,Mobile App,DP03,3,3,On Time,4.3
O015515,2026-01-07,CU01030,S001,Physical Store,DP01,1,1,On Time,5.0
O015516,2026-05-31,CU04376,S007,Physical Store,DP01,1,1,On Time,5.0
O015517,2026-04-23,CU02646,S003,Physical Store,DP03,1,1,On Time,4.9
O015518,2026-04-08,CU00393,S006,Physical Store,DP01,1,1,On Time,4.8
O015519,2026-01-29,CU03518,S006,Website,DP03,3,3,On Time,4.0
O015520,2026-06-21,CU01094,S003,Physical Store,DP01,1,1,On Time,4.7
O015521,2026-04-25,CU01498,S002,Mobile App,DP02,3,3,On Time,5.0
O015522,2026-06-04,CU00484,S005,Corporate,DP03,1,1,On Time,5.0
O015523,2026-05-20,CU02858,S003,Physical Store,DP03,1,1,On Time,4.7
O015524,2026-05-25,CU04924,S003,Physical Store,DP01,1,5,Delayed,1.6
O015525,2026-02-06,CU03923,S008,Physical Store,DP01,1,1,On Time,5.0
O015526,2026-02-03,CU02224,S004,Physical Store,DP01,1,1,On Time,4.4
O015527,2026-06-13,CU00231,S005,Physical Store,DP01,1,1,On Time,5.0
O015528,2026-05-14,CU00087,S008,Website,DP01,3,3,On Time,4.9
O015529,2026-04-06,CU04485,S001,Website,DP02,3,7,Delayed,1.3
O015530,2026-06-09,CU01644,S007,Physical Store,DP01,1,1,On Time,5.0
O015531,2026-03-14,CU00719,S005,Corporate,DP02,1,1,On Time,4.9
O015532,2026-05-02,CU04833,S002,Physical Store,DP02,1,1,On Time,4.7
O015533,2026-05-30,CU02230,S002,Mobile App,DP01,3,3,On Time,5.0
O015534,2026-01-10,CU02470,S008,Mobile App,DP01,3,3,On Time,4.8
O015535,2026-01-29,CU02249,S004,Mobile App,DP04,3,3,On Time,5.0
O015536,2026-05-19,CU00583,S002,Website,DP03,3,3,On Time,5.0
O015537,2026-04-02,CU04120,S008,Mobile App,DP05,3,3,On Time,5.0
O015538,2026-02-25,CU00873,S006,Corporate,DP02,1,1,On Time,4.9
O015539,2026-03-26,CU02384,S009,Physical Store,DP02,1,1,On Time,4.7
O015540,2026-04-05,CU03722,S005,Website,DP03,3,3,On Time,4.9
O015541,2026-02-27,CU01493,S001,Website,DP01,3,3,On Time,4.4
O015542,2026-02-21,CU04237,S003,Website,DP04,3,7,Delayed,1.4
O015543,2026-03-02,CU03319,S005,Corporate,DP01,1,1,On Time,4.8
O015544,2026-01-17,CU01095,S005,Corporate,DP02,1,1,On Time,5.0
O015545,2026-01-30,CU04008,S007,Website,DP01,3,3,On Time,5.0
O015546,2026-03-13,CU04488,S005,Website,DP04,3,3,On Time,4.9
O015547,2026-02-06,CU02296,S009,Website,DP04,3,3,On Time,4.4
O015548,2026-05-13,CU01129,S008,Website,DP03,3,3,On Time,5.0
O015549,2026-06-03,CU02306,S005,Website,DP05,3,3,On Time,5.0
O015550,2026-03-21,CU00406,S006,Physical Store,DP01,1,1,On Time,5.0
O015551,2026-05-09,CU01655,S007,Website,DP04,3,3,On Time,5.0
O015552,2026-05-17,CU04982,S007,Website,DP03,3,3,On Time,4.8
O015553,2026-03-12,CU03076,S009,Mobile App,DP03,3,3,On Time,4.5
O015554,2026-04-17,CU01588,S003,Website,DP05,3,3,On Time,5.0
O015555,2026-06-01,CU02055,S005,Physical Store,DP05,1,1,On Time,5.0
O015556,2026-05-13,CU04097,S007,Website,DP02,3,3,On Time,4.8
O015557,2026-06-28,CU04435,S006,Website,DP03,3,3,On Time,5.0
O015558,2026-06-15,CU03770,S004,Website,DP03,3,3,On Time,4.6
O015559,2026-06-06,CU03774,S004,Website,DP01,3,3,On Time,4.9
O015560,2026-06-23,CU04446,S005,Website,DP01,3,3,On Time,4.7
O015561,2026-06-29,CU02103,S003,Mobile App,DP01,3,3,On Time,5.0
O015562,2026-05-01,CU03853,S005,Corporate,DP01,1,1,On Time,4.5
O015563,2026-06-23,CU00796,S002,Website,DP02,3,3,On Time,5.0
O015564,2026-03-16,CU02947,S008,Website,DP02,3,3,On Time,5.0
O015565,2026-03-09,CU02320,S001,Website,DP01,3,3,On Time,5.0
O015566,2026-05-18,CU02905,S002,Website,DP02,3,3,On Time,5.0
O015567,2026-04-08,CU01454,S008,Physical Store,DP03,1,5,Delayed,1.8
O015568,2026-05-12,CU00879,S005,Physical Store,DP02,1,1,On Time,4.5
O015569,2026-02-21,CU04473,S002,Mobile App,DP01,3,3,On Time,4.2
O015570,2026-03-15,CU00387,S007,Physical Store,DP04,1,1,On Time,4.8
O015571,2026-01-18,CU03682,S002,Website,DP02,3,3,On Time,5.0
O015572,2026-03-17,CU02435,S003,Website,DP05,3,3,On Time,5.0
O015573,2026-06-28,CU01181,S003,Website,DP01,3,3,On Time,4.6
O015574,2026-05-31,CU04520,S008,Physical Store,DP03,1,1,On Time,5.0
O015575,2026-04-18,CU00787,S002,Physical Store,DP01,1,4,Delayed,2.4
O015576,2026-06-02,CU04373,S007,Physical Store,DP04,1,2,Delayed,4.0
O015577,2026-03-01,CU03220,S009,Website,DP03,3,4,Delayed,4.1
O015578,2026-02-06,CU01839,S005,Website,DP04,3,3,On Time,4.2
O015579,2026-03-18,CU01774,S001,Mobile App,DP03,3,3,On Time,5.0
O015580,2026-05-26,CU03186,S005,Website,DP03,3,3,On Time,4.6
O015581,2026-05-06,CU02043,S003,Mobile App,DP04,3,3,On Time,5.0
O015582,2026-01-29,CU01625,S007,Website,DP02,3,3,On Time,4.9
O015583,2026-04-18,CU03573,S001,Physical Store,DP03,1,1,On Time,5.0
O015584,2026-01-30,CU01249,S007,Physical Store,DP01,1,1,On Time,4.8
O015585,2026-04-29,CU04243,S008,Physical Store,DP01,1,2,Delayed,4.4
O015586,2026-04-12,CU01626,S003,Website,DP02,3,3,On Time,5.0
O015587,2026-01-07,CU01472,S009,Corporate,DP05,1,4,Delayed,2.7
O015588,2026-06-18,CU03753,S008,Corporate,DP02,1,1,On Time,5.0
O015589,2026-03-15,CU01347,S009,Website,DP04,3,3,On Time,5.0
O015590,2026-02-06,CU01115,S001,Physical Store,DP05,1,1,On Time,5.0
O015591,2026-01-27,CU00014,S008,Corporate,DP04,1,5,Delayed,1.7
O015592,2026-01-21,CU01172,S009,Website,DP01,3,3,On Time,5.0
O015593,2026-02-12,CU01827,S003,Website,DP02,3,7,Delayed,1.7
O015594,2026-02-20,CU03543,S006,Website,DP05,3,3,On Time,5.0
O015595,2026-04-03,CU00409,S004,Website,DP01,3,3,On Time,4.5
O015596,2026-03-12,CU04480,S004,Mobile App,DP04,3,3,On Time,5.0
O015597,2026-01-13,CU04153,S006,Physical Store,DP02,1,1,On Time,5.0
O015598,2026-04-19,CU02562,S005,Website,DP05,3,3,On Time,4.6
O015599,2026-06-30,CU03650,S008,Physical Store,DP03,1,1,On Time,5.0
O015600,2026-04-24,CU02393,S007,Physical Store,DP02,1,1,On Time,5.0
O015601,2026-06-02,CU01903,S008,Website,DP01,3,3,On Time,5.0
O015602,2026-05-05,CU03159,S003,Physical Store,DP01,1,1,On Time,4.8
O015603,2026-04-15,CU00405,S005,Corporate,DP02,1,1,On Time,4.9
O015604,2026-05-21,CU04341,S005,Physical Store,DP01,1,1,On Time,4.9
O015605,2026-02-06,CU00859,S002,Corporate,DP02,1,1,On Time,4.3
O015606,2026-06-07,CU01998,S005,Corporate,DP01,1,1,On Time,5.0
O015607,2026-05-20,CU00209,S006,Mobile App,DP03,3,3,On Time,4.2
O015608,2026-01-18,CU02191,S007,Website,DP01,3,3,On Time,5.0
O015609,2026-05-02,CU01823,S005,Website,DP04,3,3,On Time,5.0
O015610,2026-03-26,CU00546,S009,Mobile App,DP01,3,7,Delayed,1.5
O015611,2026-04-27,CU00804,S005,Physical Store,DP02,1,1,On Time,4.9
O015612,2026-04-28,CU01128,S002,Website,DP03,3,3,On Time,5.0
O015613,2026-03-03,CU04093,S008,Corporate,DP03,1,1,On Time,5.0
O015614,2026-01-24,CU00247,S007,Website,DP01,3,3,On Time,5.0
O015615,2026-03-01,CU02578,S008,Physical Store,DP03,1,1,On Time,5.0
O015616,2026-05-25,CU00465,S008,Website,DP03,3,4,Delayed,3.9
O015617,2026-04-16,CU00620,S005,Mobile App,DP01,3,3,On Time,4.8
O015618,2026-03-01,CU01959,S002,Physical Store,DP02,1,1,On Time,5.0
O015619,2026-01-09,CU03036,S005,Website,DP02,3,3,On Time,5.0
O015620,2026-06-29,CU02416,S003,Physical Store,DP04,1,4,Delayed,4.0
O015621,2026-05-23,CU01230,S009,Website,DP01,3,3,On Time,4.7
O015622,2026-03-18,CU00357,S005,Physical Store,DP05,1,1,On Time,4.4
O015623,2026-06-05,CU02379,S007,Corporate,DP01,1,1,On Time,5.0
O015624,2026-03-22,CU03352,S004,Mobile App,DP04,3,3,On Time,4.7
O015625,2026-05-06,CU00885,S006,Mobile App,DP05,3,3,On Time,5.0
O015626,2026-05-17,CU04597,S004,Website,DP05,3,3,On Time,5.0
O015627,2026-02-25,CU01759,S006,Physical Store,DP01,1,1,On Time,3.8
O015628,2026-04-04,CU04840,S004,Website,DP02,3,3,On Time,4.9
O015629,2026-05-07,CU02921,S002,Mobile App,DP01,3,3,On Time,4.6
O015630,2026-02-05,CU01458,S009,Website,DP05,3,3,On Time,5.0
O015631,2026-05-08,CU00551,S008,Physical Store,DP01,1,1,On Time,5.0
O015632,2026-01-20,CU00200,S004,Physical Store,DP02,1,1,On Time,5.0
O015633,2026-02-24,CU01391,S006,Physical Store,DP05,1,1,On Time,4.9
O015634,2026-03-01,CU03743,S006,Mobile App,DP03,3,3,On Time,5.0
O015635,2026-06-12,CU04435,S003,Corporate,DP04,1,3,Delayed,3.4
O015636,2026-05-09,CU01444,S005,Corporate,DP03,1,1,On Time,5.0
O015637,2026-02-14,CU04775,S004,Physical Store,DP02,1,1,On Time,5.0
O015638,2026-06-17,CU00277,S007,Physical Store,DP01,1,1,On Time,5.0
O015639,2026-06-15,CU00054,S005,Website,DP02,3,3,On Time,5.0
O015640,2026-01-24,CU00164,S006,Physical Store,DP02,1,1,On Time,4.9
O015641,2026-01-04,CU02124,S002,Physical Store,DP04,1,1,On Time,4.8
O015642,2026-04-01,CU02790,S005,Physical Store,DP05,1,1,On Time,5.0
O015643,2026-04-17,CU04518,S009,Website,DP04,3,4,Delayed,3.6
O015644,2026-01-13,CU04673,S008,Website,DP02,3,5,Delayed,2.6
O015645,2026-05-29,CU01254,S003,Mobile App,DP05,3,3,On Time,5.0
O015646,2026-04-11,CU01330,S004,Corporate,DP03,1,1,On Time,5.0
O015647,2026-06-09,CU00986,S004,Corporate,DP01,1,1,On Time,5.0
O015648,2026-06-15,CU03189,S007,Website,DP02,3,3,On Time,4.5
O015649,2026-04-05,CU01081,S007,Physical Store,DP01,1,1,On Time,5.0
O015650,2026-06-09,CU00659,S008,Corporate,DP02,1,1,On Time,5.0
O015651,2026-02-26,CU02266,S001,Website,DP01,3,3,On Time,4.4
O015652,2026-06-25,CU04642,S003,Website,DP03,3,3,On Time,5.0
O015653,2026-06-07,CU02035,S009,Website,DP03,3,3,On Time,5.0
O015654,2026-03-12,CU00849,S004,Website,DP02,3,3,On Time,5.0
O015655,2026-06-15,CU00466,S006,Website,DP02,3,3,On Time,4.3
O015656,2026-06-21,CU04662,S005,Website,DP03,3,3,On Time,5.0
O015657,2026-06-03,CU04600,S003,Website,DP03,3,3,On Time,5.0
O015658,2026-04-10,CU01375,S009,Website,DP01,3,3,On Time,5.0
O015659,2026-04-17,CU04637,S002,Physical Store,DP01,1,1,On Time,5.0
O015660,2026-03-31,CU01807,S005,Physical Store,DP03,1,1,On Time,5.0
O015661,2026-04-18,CU02127,S001,Physical Store,DP04,1,1,On Time,3.9
O015662,2026-05-10,CU00419,S002,Mobile App,DP03,3,3,On Time,5.0
O015663,2026-02-12,CU01460,S005,Website,DP05,3,3,On Time,4.9
O015664,2026-02-12,CU04533,S009,Website,DP03,3,3,On Time,4.7
O015665,2026-03-04,CU02214,S009,Website,DP03,3,3,On Time,5.0
O015666,2026-03-14,CU00598,S002,Physical Store,DP04,1,1,On Time,5.0
O015667,2026-04-27,CU01190,S007,Physical Store,DP03,1,1,On Time,5.0
O015668,2026-02-17,CU03907,S009,Physical Store,DP04,1,1,On Time,5.0
O015669,2026-01-05,CU04046,S008,Website,DP03,3,6,Delayed,3.2
O015670,2026-03-17,CU00446,S006,Website,DP01,3,3,On Time,5.0
O015671,2026-02-04,CU04750,S007,Website,DP01,3,3,On Time,5.0
O015672,2026-04-03,CU00047,S005,Corporate,DP01,1,1,On Time,4.7
O015673,2026-05-24,CU03929,S005,Physical Store,DP01,1,1,On Time,5.0
O015674,2026-03-24,CU01513,S007,Physical Store,DP01,1,1,On Time,4.4
O015675,2026-06-26,CU01287,S002,Website,DP02,3,3,On Time,5.0
O015676,2026-03-01,CU02702,S003,Website,DP04,3,7,Delayed,2.0
O015677,2026-04-17,CU01949,S008,Website,DP02,3,3,On Time,4.8
O015678,2026-04-27,CU00943,S001,Website,DP05,3,3,On Time,4.8
O015679,2026-02-20,CU02702,S002,Website,DP04,3,3,On Time,4.9
O015680,2026-05-07,CU02291,S005,Mobile App,DP05,3,3,On Time,5.0
O015681,2026-04-01,CU03726,S009,Website,DP04,3,3,On Time,4.7
O015682,2026-03-23,CU04951,S001,Website,DP01,3,3,On Time,5.0
O015683,2026-02-28,CU00904,S002,Mobile App,DP03,3,3,On Time,3.9
O015684,2026-03-05,CU02660,S006,Website,DP03,3,3,On Time,5.0
O015685,2026-04-15,CU01132,S003,Physical Store,DP02,1,1,On Time,5.0
O015686,2026-05-21,CU02369,S009,Physical Store,DP03,1,1,On Time,5.0
O015687,2026-06-03,CU04570,S003,Physical Store,DP05,1,1,On Time,4.3
O015688,2026-03-11,CU02756,S004,Mobile App,DP05,3,3,On Time,4.5
O015689,2026-05-11,CU03545,S009,Physical Store,DP03,1,1,On Time,5.0
O015690,2026-01-12,CU00467,S007,Website,DP03,3,7,Delayed,1.7
O015691,2026-02-10,CU04058,S005,Website,DP04,3,3,On Time,5.0
O015692,2026-04-15,CU04851,S008,Mobile App,DP01,3,3,On Time,5.0
O015693,2026-03-06,CU04035,S006,Physical Store,DP05,1,1,On Time,5.0
O015694,2026-03-04,CU01136,S006,Physical Store,DP04,1,1,On Time,5.0
O015695,2026-06-27,CU01479,S004,Physical Store,DP02,1,1,On Time,5.0
O015696,2026-06-24,CU04384,S005,Website,DP03,3,3,On Time,5.0
O015697,2026-01-08,CU00341,S006,Website,DP04,3,3,On Time,4.1
O015698,2026-06-08,CU00660,S004,Physical Store,DP04,1,4,Delayed,4.1
O015699,2026-01-11,CU00186,S001,Physical Store,DP03,1,1,On Time,5.0
O015700,2026-01-17,CU02077,S006,Mobile App,DP01,3,3,On Time,4.6
O015701,2026-06-04,CU01432,S003,Website,DP01,3,3,On Time,5.0
O015702,2026-05-04,CU04993,S003,Physical Store,DP01,1,1,On Time,4.7
O015703,2026-04-05,CU00747,S007,Website,DP05,3,5,Delayed,2.4
O015704,2026-06-04,CU03835,S008,Mobile App,DP01,3,3,On Time,5.0
O015705,2026-04-25,CU00533,S007,Physical Store,DP04,1,1,On Time,5.0
O015706,2026-05-03,CU02976,S001,Physical Store,DP03,1,1,On Time,4.3
O015707,2026-03-28,CU04210,S008,Mobile App,DP03,3,3,On Time,4.7
O015708,2026-02-25,CU01122,S002,Physical Store,DP05,1,1,On Time,5.0
O015709,2026-04-04,CU03094,S007,Website,DP03,3,3,On Time,4.5
O015710,2026-04-08,CU01145,S003,Mobile App,DP04,3,3,On Time,4.1
O015711,2026-06-24,CU00211,S006,Website,DP05,3,3,On Time,4.8
O015712,2026-01-19,CU03774,S004,Physical Store,DP01,1,1,On Time,5.0
O015713,2026-02-26,CU02864,S006,Mobile App,DP04,3,3,On Time,5.0
O015714,2026-06-08,CU02434,S006,Mobile App,DP01,3,3,On Time,4.2
O015715,2026-01-16,CU04997,S003,Physical Store,DP05,1,4,Delayed,2.4
O015716,2026-02-14,CU01924,S001,Website,DP03,3,3,On Time,4.4
O015717,2026-06-04,CU03125,S003,Physical Store,DP02,1,1,On Time,5.0
O015718,2026-06-03,CU01892,S004,Corporate,DP01,1,1,On Time,4.8
O015719,2026-06-06,CU00641,S005,Website,DP02,3,3,On Time,5.0
O015720,2026-04-23,CU01615,S003,Physical Store,DP04,1,1,On Time,4.2
O015721,2026-05-01,CU01485,S002,Physical Store,DP03,1,1,On Time,4.9
O015722,2026-04-13,CU03793,S007,Website,DP02,3,3,On Time,5.0
O015723,2026-05-07,CU01926,S008,Physical Store,DP02,1,1,On Time,5.0
O015724,2026-02-13,CU01880,S008,Physical Store,DP03,1,1,On Time,5.0
O015725,2026-04-19,CU02999,S005,Mobile App,DP03,3,3,On Time,3.6
O015726,2026-06-06,CU01332,S005,Physical Store,DP03,1,1,On Time,5.0
O015727,2026-04-19,CU02261,S008,Website,DP03,3,3,On Time,5.0
O015728,2026-04-20,CU04280,S008,Website,DP05,3,3,On Time,5.0
O015729,2026-04-21,CU02141,S007,Physical Store,DP04,1,1,On Time,4.6
O015730,2026-05-10,CU01644,S003,Website,DP05,3,3,On Time,4.7
O015731,2026-05-14,CU02293,S004,Website,DP01,3,3,On Time,4.5
O015732,2026-01-09,CU03711,S008,Physical Store,DP01,1,1,On Time,5.0
O015733,2026-01-15,CU01796,S002,Physical Store,DP03,1,1,On Time,4.1
O015734,2026-02-27,CU01678,S003,Physical Store,DP03,1,3,Delayed,2.3
O015735,2026-01-02,CU02753,S006,Physical Store,DP01,1,1,On Time,5.0
O015736,2026-05-11,CU01404,S002,Physical Store,DP04,1,1,On Time,5.0
O015737,2026-06-29,CU00239,S003,Corporate,DP05,1,3,Delayed,2.8
O015738,2026-02-24,CU00319,S009,Website,DP03,3,3,On Time,4.9
O015739,2026-02-22,CU00562,S003,Physical Store,DP01,1,1,On Time,5.0
O015740,2026-04-04,CU02808,S007,Mobile App,DP04,3,3,On Time,5.0
O015741,2026-03-13,CU02378,S006,Physical Store,DP01,1,1,On Time,5.0
O015742,2026-02-09,CU03414,S002,Website,DP02,3,3,On Time,5.0
O015743,2026-02-08,CU04705,S002,Mobile App,DP05,3,3,On Time,3.8
O015744,2026-06-20,CU04039,S002,Website,DP02,3,3,On Time,5.0
O015745,2026-05-21,CU02660,S002,Mobile App,DP03,3,3,On Time,5.0
O015746,2026-04-14,CU01508,S008,Corporate,DP05,1,1,On Time,5.0
O015747,2026-04-15,CU04962,S008,Physical Store,DP01,1,1,On Time,4.9
O015748,2026-06-14,CU02021,S004,Physical Store,DP03,1,1,On Time,5.0
O015749,2026-02-24,CU00155,S003,Website,DP01,3,3,On Time,4.9
O015750,2026-06-09,CU00542,S008,Physical Store,DP04,1,2,Delayed,4.1
O015751,2026-05-22,CU04256,S009,Website,DP03,3,3,On Time,4.7
O015752,2026-03-06,CU04886,S003,Corporate,DP01,1,1,On Time,5.0
O015753,2026-06-04,CU01605,S006,Mobile App,DP03,3,3,On Time,5.0
O015754,2026-01-24,CU01685,S004,Mobile App,DP02,3,3,On Time,5.0
O015755,2026-04-25,CU02537,S003,Physical Store,DP01,1,1,On Time,5.0
O015756,2026-04-23,CU01280,S009,Website,DP02,3,7,Delayed,2.1
O015757,2026-01-22,CU04152,S009,Website,DP02,3,3,On Time,5.0
O015758,2026-03-19,CU02900,S009,Corporate,DP02,1,1,On Time,4.8
O015759,2026-02-14,CU00869,S005,Mobile App,DP02,3,3,On Time,4.6
O015760,2026-05-16,CU03014,S007,Mobile App,DP05,3,3,On Time,5.0
O015761,2026-03-05,CU03167,S005,Physical Store,DP01,1,1,On Time,5.0
O015762,2026-04-07,CU03311,S002,Mobile App,DP03,3,3,On Time,4.6
O015763,2026-04-25,CU00683,S002,Mobile App,DP03,3,3,On Time,5.0
O015764,2026-06-24,CU02264,S006,Physical Store,DP03,1,1,On Time,5.0
O015765,2026-01-21,CU01462,S008,Physical Store,DP01,1,1,On Time,5.0
O015766,2026-06-09,CU03830,S008,Physical Store,DP02,1,1,On Time,4.9
O015767,2026-04-15,CU00146,S008,Physical Store,DP03,1,1,On Time,5.0
O015768,2026-02-14,CU01975,S001,Physical Store,DP01,1,1,On Time,5.0
O015769,2026-02-13,CU01821,S002,Website,DP02,3,3,On Time,5.0
O015770,2026-02-10,CU00605,S005,Mobile App,DP01,3,3,On Time,4.1
O015771,2026-04-06,CU01607,S006,Corporate,DP02,1,1,On Time,4.5
O015772,2026-06-29,CU04240,S009,Mobile App,DP05,3,3,On Time,4.9
O015773,2026-05-19,CU03200,S001,Corporate,DP02,1,1,On Time,5.0
O015774,2026-04-11,CU01548,S002,Corporate,DP01,1,1,On Time,5.0
O015775,2026-04-25,CU02773,S006,Physical Store,DP04,1,1,On Time,5.0
O015776,2026-01-18,CU01988,S009,Physical Store,DP02,1,1,On Time,5.0
O015777,2026-05-19,CU01386,S006,Physical Store,DP01,1,1,On Time,5.0
O015778,2026-01-27,CU03644,S002,Website,DP02,3,3,On Time,4.9
O015779,2026-06-20,CU02897,S003,Mobile App,DP03,3,3,On Time,5.0
O015780,2026-04-12,CU01820,S004,Website,DP01,3,3,On Time,5.0
O015781,2026-01-29,CU02655,S008,Corporate,DP02,1,1,On Time,5.0
O015782,2026-05-29,CU02120,S009,Physical Store,DP01,1,1,On Time,4.7
O015783,2026-01-29,CU04718,S003,Corporate,DP01,1,1,On Time,4.9
O015784,2026-05-17,CU00946,S006,Corporate,DP01,1,3,Delayed,3.7
O015785,2026-04-12,CU01306,S004,Mobile App,DP03,3,3,On Time,4.8
O015786,2026-04-01,CU01902,S007,Physical Store,DP03,1,1,On Time,4.8
O015787,2026-01-05,CU03696,S007,Corporate,DP04,1,1,On Time,5.0
O015788,2026-04-07,CU00159,S002,Physical Store,DP01,1,1,On Time,4.9
O015789,2026-01-15,CU03795,S009,Corporate,DP05,1,1,On Time,5.0
O015790,2026-01-05,CU03323,S007,Corporate,DP02,1,1,On Time,4.7
O015791,2026-05-28,CU01351,S006,Mobile App,DP01,3,3,On Time,4.8
O015792,2026-04-11,CU04721,S009,Corporate,DP04,1,1,On Time,4.5
O015793,2026-03-22,CU04434,S002,Website,DP02,3,5,Delayed,3.6
O015794,2026-04-24,CU01655,S007,Mobile App,DP01,3,3,On Time,5.0
O015795,2026-01-04,CU03031,S004,Physical Store,DP01,1,1,On Time,4.9
O015796,2026-02-03,CU00676,S009,Physical Store,DP01,1,1,On Time,4.9
O015797,2026-02-09,CU00369,S005,Corporate,DP01,1,1,On Time,5.0
O015798,2026-05-30,CU03176,S001,Physical Store,DP01,1,1,On Time,5.0
O015799,2026-05-07,CU01204,S009,Mobile App,DP04,3,3,On Time,4.9
O015800,2026-05-22,CU03361,S004,Website,DP04,3,5,Delayed,4.1
