order_id,order_date,customer_id,product_id,store_id,channel,quantity,payment_method,unit_cost,list_price,category,discount_pct,unit_price,revenue,cost,gross_profit,gross_margin_pct
O020111,2026-01-04,CU02054,P0025,S009,Physical Store,2,Cash,964.47,1571.25,TVs,0.03792147623273806,1511.6658804693104,3023.33,1928.94,1094.39,36.2
O020112,2026-04-20,CU03536,P0008,S006,Website,1,Card,785.55,1162.11,Laptops,0.08647976458641841,1061.6110007764773,1061.61,785.55,276.06,26.0
O020113,2026-03-25,CU04615,P0005,S009,Physical Store,2,Wallet,1427.65,1772.92,Laptops,0.06674051328417183,1654.594409188226,3309.19,2855.3,453.89,13.72
O020114,2026-01-22,CU03075,P0019,S008,Website,1,Card,429.03,687.15,Smartphones,0.028042697420410382,667.880460467565,667.88,429.03,238.85,35.76
O020115,2026-01-24,CU01761,P0075,S008,Mobile App,2,Transfer,552.95,826.11,Gaming,0.04218710953351637,791.2588069432668,1582.52,1105.9,476.62,30.12
O020116,2026-06-24,CU00817,P0028,S005,Mobile App,3,Wallet,382.18,608.84,TVs,0.1333509365185127,527.6506158100688,1582.95,1146.54,436.41,27.57
O020117,2026-03-16,CU04583,P0024,S009,Physical Store,2,Card,1563.24,1925.98,TVs,0.04197248477762261,1845.1418337679945,3690.28,3126.48,563.8,15.28
O020118,2026-04-20,CU00797,P0038,S002,Mobile App,2,Card,1033.6,1615.43,Refrigerators,0.06160732587224882,1515.9076775661931,3031.82,2067.2,964.62,31.82
O020119,2026-05-14,CU02535,P0076,S009,Website,1,Wallet,664.4,1143.13,Gaming,0.05247048499268708,1083.1494144903097,1083.15,664.4,418.75,38.66
O020120,2026-06-04,CU01192,P0031,S009,Website,2,Transfer,1486.05,2253.59,Refrigerators,0.1170974299833877,1989.7004027637374,3979.4,2972.1,1007.3,25.31
O020121,2026-05-18,CU00937,P0071,S003,Physical Store,2,Card,704.19,1088.5,Gaming,0.12415583765176993,953.3563707160484,1906.71,1408.38,498.33,26.14
O020122,2026-06-16,CU02454,P0048,S009,Physical Store,3,Card,508.47,788.74,Air Conditioners,0.08020715272349355,725.4774103608717,2176.43,1525.41,651.02,29.91
O020123,2026-04-20,CU04559,P0003,S006,Physical Store,3,Transfer,718.1,1040.4,Laptops,0.09103921982639074,945.6827956926231,2837.05,2154.3,682.75,24.07
O020124,2026-03-31,CU02180,P0076,S003,Corporate,1,Wallet,664.4,1143.13,Gaming,0.042529420091301354,1094.5133440110308,1094.51,664.4,430.11,39.3
O020125,2026-02-06,CU04602,P0003,S002,Physical Store,2,Card,718.1,1040.4,Laptops,0.06739537916011179,970.2818475218197,1940.56,1436.2,504.36,25.99
O020126,2026-02-23,CU02681,P0047,S005,Corporate,1,Card,346.24,509.04,Air Conditioners,0.0365533617541457,490.4328767326697,490.43,346.24,144.19,29.4
O020127,2026-02-20,CU00023,P0038,S002,Corporate,1,Transfer,1033.6,1615.43,Refrigerators,0.05613571620650648,1524.7466799685233,1524.75,1033.6,491.15,32.21
O020128,2026-03-01,CU04710,P0029,S008,Mobile App,2,Cash,1329.86,1738.15,TVs,0.02775231012500418,1689.912322156224,3379.82,2659.72,720.1,21.31
O020129,2026-03-13,CU03204,P0045,S008,Website,1,Cash,472.94,643.07,Air Conditioners,0.06927451615360954,598.5216368970983,598.52,472.94,125.58,20.98
O020130,2026-05-08,CU00452,P0021,S007,Mobile App,2,Transfer,891.52,1232.24,TVs,0.05120541815730424,1169.1426355298433,2338.29,1783.04,555.25,23.75
O020131,2026-02-20,CU00274,P0049,S009,Physical Store,1,Card,537.47,817.36,Air Conditioners,0.029294250188208665,793.4160516661658,793.42,537.47,255.95,32.26
O020132,2026-03-03,CU01025,P0049,S005,Website,1,Cash,537.47,817.36,Air Conditioners,0.10061866002774512,735.1183320397223,735.12,537.47,197.65,26.89
O020133,2026-02-18,CU03616,P0080,S001,Corporate,1,Wallet,309.8,419.88,Gaming,0.09606276566565335,379.54516595230547,379.55,309.8,69.75,18.38
O020134,2026-06-28,CU02709,P0075,S002,Corporate,2,Transfer,552.95,826.11,Gaming,0.1082187819586474,736.7093820361417,1473.42,1105.9,367.52,24.94
O020135,2026-01-28,CU00166,P0026,S009,Mobile App,1,Wallet,1099.51,1883.52,TVs,0.11519534314267671,1666.5472672839057,1666.55,1099.51,567.04,34.02
O020136,2026-06-13,CU00297,P0030,S002,Physical Store,3,Transfer,436.69,718.47,TVs,0.1613145114575977,602.5703629530598,1807.71,1310.07,497.64,27.53
O020137,2026-06-02,CU02027,P0073,S003,Mobile App,2,Transfer,465.62,634.28,Gaming,0.10031519421251348,570.6520786148869,1141.3,931.24,210.06,18.41
O020138,2026-06-13,CU00937,P0028,S005,Corporate,2,Wallet,382.18,608.84,TVs,0.10238169566263336,546.5059284127624,1093.01,764.36,328.65,30.07
O020139,2026-03-18,CU03051,P0022,S008,Website,1,Wallet,1226.02,2075.0,TVs,0.02778381076415431,2017.34859266438,2017.35,1226.02,791.33,39.23
O020140,2026-01-07,CU00096,P0028,S007,Website,1,Wallet,382.18,608.84,TVs,0.02121137751711422,595.9256649124802,595.93,382.18,213.75,35.87
O020141,2026-03-06,CU00571,P0076,S003,Website,2,Card,664.4,1143.13,Gaming,0.028597073024015256,1110.4398279140576,2220.88,1328.8,892.08,40.17
O020142,2026-05-03,CU00141,P0064,S005,Corporate,2,Transfer,104.14,139.63,Audio,0.020547706184715624,136.76092378542816,273.52,208.28,65.24,23.85
O020143,2026-02-05,CU01955,P0019,S001,Physical Store,3,Wallet,429.03,687.15,Smartphones,0.02867398129322452,667.4466737543607,2002.34,1287.09,715.25,35.72
O020144,2026-03-14,CU00767,P0047,S009,Physical Store,1,Cash,346.24,509.04,Air Conditioners,0.0769814635809023,469.85335577877754,469.85,346.24,123.61,26.31
O020145,2026-01-30,CU01627,P0047,S007,Mobile App,2,Transfer,346.24,509.04,Air Conditioners,0.026540827318097066,495.5296572619959,991.06,692.48,298.58,30.13
O020146,2026-02-16,CU00833,P0048,S003,Physical Store,1,Transfer,508.47,788.74,Air Conditioners,0.052335680762221934,747.460755155605,747.46,508.47,238.99,31.97
O020147,2026-04-01,CU04711,P0002,S003,Physical Store,1,Transfer,988.97,1601.72,Laptops,0.10824052644623519,1428.3489839805363,1428.35,988.97,439.38,30.76
O020148,2026-01-29,CU00654,P0023,S002,Physical Store,2,Transfer,722.88,1120.53,TVs,0.11520513900910694,991.4391855861254,1982.88,1445.76,537.12,27.09
O020149,2026-01-05,CU04126,P0005,S001,Mobile App,1,Wallet,1427.65,1772.92,Laptops,0.09126236466136638,1611.1191284445704,1611.12,1427.65,183.47,11.39
O020150,2026-03-06,CU00142,P0072,S004,Website,1,Cash,719.02,915.34,Gaming,0.0987052236070523,824.9911606235208,824.99,719.02,105.97,12.85
O020151,2026-04-25,CU02908,P0043,S009,Physical Store,1,Card,488.48,742.54,Air Conditioners,0.08043297046796806,682.815302108715,682.82,488.48,194.34,28.46
O020152,2026-03-04,CU02878,P0079,S005,Website,1,Card,647.24,926.57,Gaming,0.11358297711659959,821.3274208930724,821.33,647.24,174.09,21.2
O020153,2026-04-03,CU04607,P0014,S007,Corporate,2,Wallet,716.69,1227.56,Smartphones,0.07708274740287967,1132.936302598121,2265.87,1433.38,832.49,36.74
O020154,2026-01-17,CU03526,P0028,S007,Corporate,1,Card,382.18,608.84,TVs,0.09071175958346615,553.6110522952025,553.61,382.18,171.43,30.97
O020155,2026-05-07,CU03433,P0074,S004,Mobile App,2,Card,262.51,329.93,Gaming,0.06714439020459552,307.7770513397978,615.55,525.02,90.53,14.71
O020156,2026-02-20,CU04556,P0006,S007,Website,3,Transfer,562.05,900.7,Laptops,0.04058434971024674,864.1456762159809,2592.44,1686.15,906.29,34.96
O020157,2026-04-23,CU01191,P0020,S007,Physical Store,1,Transfer,944.29,1372.63,Smartphones,0.09147300599263496,1247.0714077843295,1247.07,944.29,302.78,24.28
O020158,2026-02-06,CU04362,P0068,S007,Corporate,3,Card,399.04,489.19,Audio,0.043617339744260644,467.85283357050514,1403.56,1197.12,206.44,14.71
O020159,2026-03-29,CU02991,P0067,S005,Website,3,Card,419.36,653.31,Audio,0.032055969067370765,632.367514848596,1897.1,1258.08,639.02,33.68
O020160,2026-04-26,CU00384,P0031,S005,Physical Store,1,Wallet,1486.05,2253.59,Refrigerators,0.10502061360037675,2016.9165953963272,2016.92,1486.05,530.87,26.32
O020161,2026-05-05,CU03929,P0050,S002,Physical Store,2,Cash,794.99,1174.43,Air Conditioners,0.06681302908497538,1095.9627742517325,2191.93,1589.98,601.95,27.46
O020162,2026-05-17,CU02199,P0043,S005,Mobile App,3,Card,488.48,742.54,Air Conditioners,0.060565721463049046,697.5675291848275,2092.7,1465.44,627.26,29.97
O020163,2026-02-07,CU00571,P0012,S002,Website,1,Wallet,720.32,1046.79,Smartphones,0.08118263219841187,961.8088324410244,961.81,720.32,241.49,25.11
O020164,2026-02-22,CU02266,P0048,S002,Physical Store,1,Transfer,508.47,788.74,Air Conditioners,0.11098153718110809,701.2044223637729,701.2,508.47,192.73,27.49
O020165,2026-05-21,CU02643,P0028,S009,Mobile App,2,Transfer,382.18,608.84,TVs,0.10684425242021217,543.788945356478,1087.58,764.36,323.22,29.72
O020166,2026-03-31,CU03732,P0073,S003,Physical Store,1,Transfer,465.62,634.28,Gaming,0.11023172133327162,564.3622237927325,564.36,465.62,98.74,17.5
O020167,2026-02-22,CU02989,P0073,S006,Website,3,Wallet,465.62,634.28,Gaming,0.054175257897467424,599.9177174207944,1799.75,1396.86,402.89,22.39
O020168,2026-04-29,CU04396,P0039,S007,Corporate,2,Cash,904.55,1438.69,Refrigerators,0.04600986993873392,1372.496060217843,2744.99,1809.1,935.89,34.09
O020169,2026-04-29,CU01072,P0009,S004,Mobile App,2,Wallet,629.19,942.0,Laptops,0.027020721618447277,916.5464802354227,1833.09,1258.38,574.71,31.35
O020170,2026-02-18,CU00762,P0033,S006,Mobile App,3,Cash,1320.48,1847.6,Refrigerators,0.10521666438587418,1653.2016908806588,4959.61,3961.44,998.17,20.13
O020171,2026-05-02,CU02561,P0043,S007,Mobile App,2,Wallet,488.48,742.54,Air Conditioners,0.04212976625580083,711.2569633644176,1422.51,976.96,445.55,31.32
O020172,2026-03-11,CU00928,P0001,S006,Website,1,Wallet,771.97,1237.09,Laptops,0.04606338716668138,1180.1054443699702,1180.11,771.97,408.14,34.58
O020173,2026-06-12,CU02145,P0078,S004,Website,3,Transfer,428.47,676.0,Gaming,0.113232778245103,599.4546419063104,1798.36,1285.41,512.95,28.52
O020174,2026-01-16,CU01799,P0073,S004,Physical Store,2,Card,465.62,634.28,Gaming,0.10819858247277352,565.6518031091692,1131.3,931.24,200.06,17.68
O020175,2026-01-13,CU02138,P0010,S003,Physical Store,2,Transfer,880.36,1310.46,Laptops,0.1134216827196374,1161.825421663224,2323.65,1760.72,562.93,24.23
O020176,2026-05-01,CU03271,P0018,S005,Corporate,1,Transfer,747.7,1096.27,Smartphones,0.08536800690853398,1002.6836150663814,1002.68,747.7,254.98,25.43
O020177,2026-05-19,CU03172,P0009,S001,Physical Store,1,Card,629.19,942.0,Laptops,0.16905142921423327,782.7535536801922,782.75,629.19,153.56,19.62
O020178,2026-03-28,CU04248,P0013,S007,Website,2,Card,415.57,511.94,Smartphones,0.06150208881918666,480.4546206499056,960.91,831.14,129.77,13.5
O020179,2026-05-10,CU04822,P0043,S009,Website,2,Transfer,488.48,742.54,Air Conditioners,0.10634846990795928,663.5720071545438,1327.14,976.96,350.18,26.39
O020180,2026-04-04,CU04260,P0004,S003,Website,1,Card,702.13,1200.34,Laptops,0.10900359180483794,1069.4986286129806,1069.5,702.13,367.37,34.35
O020181,2026-01-19,CU00451,P0043,S008,Website,2,Transfer,488.48,742.54,Air Conditioners,0.08044466394591102,682.8066192336032,1365.61,976.96,388.65,28.46
O020182,2026-04-14,CU00818,P0031,S005,Corporate,1,Card,1486.05,2253.59,Refrigerators,0.06225243193690813,2113.2985419113033,2113.3,1486.05,627.25,29.68
O020183,2026-02-14,CU00955,P0025,S002,Website,1,Card,964.47,1571.25,TVs,0.02796866082223766,1527.304241683059,1527.3,964.47,562.83,36.85
O020184,2026-06-23,CU04581,P0076,S001,Physical Store,3,Wallet,664.4,1143.13,Gaming,0.12485557398211189,1000.4038477138286,3001.21,1993.2,1008.01,33.59
O020185,2026-02-16,CU03886,P0017,S009,Website,1,Transfer,421.24,656.03,Smartphones,0.10536254019918978,586.9090127531255,586.91,421.24,165.67,28.23
O020186,2026-06-26,CU03782,P0066,S005,Physical Store,2,Card,302.97,498.93,Audio,0.07541256206242972,461.3044104101919,922.61,605.94,316.67,34.32
O020187,2026-03-20,CU02548,P0028,S004,Mobile App,2,Card,382.18,608.84,TVs,0.05864058580874043,573.1372657362065,1146.27,764.36,381.91,33.32
O020188,2026-02-11,CU03033,P0014,S001,Website,1,Cash,716.69,1227.56,Smartphones,0.055833595691065815,1159.0209112734751,1159.02,716.69,442.33,38.16
O020189,2026-06-10,CU02327,P0073,S001,Physical Store,3,Transfer,465.62,634.28,Gaming,0.04922187042816245,603.0595520248252,1809.18,1396.86,412.32,22.79
O020190,2026-04-18,CU04620,P0068,S009,Physical Store,2,Card,399.04,489.19,Audio,0.10076047862410807,439.89898146187255,879.8,798.08,81.72,9.29
O020191,2026-06-18,CU03740,P0069,S003,Mobile App,2,Transfer,255.42,400.31,Audio,0.0758214683206688,369.95790801655306,739.92,510.84,229.08,30.96
O020192,2026-04-29,CU01210,P0013,S006,Physical Store,1,Card,415.57,511.94,Smartphones,0.05436371009225731,484.1090422553698,484.11,415.57,68.54,14.16
O020193,2026-03-27,CU00829,P0014,S004,Physical Store,2,Card,716.69,1227.56,Smartphones,0.09513027012320455,1110.781885607559,2221.56,1433.38,788.18,35.48
O020194,2026-04-21,CU04584,P0018,S009,Website,1,Card,747.7,1096.27,Smartphones,0.11403442696456041,971.2574787515613,971.26,747.7,223.56,23.02
O020195,2026-01-19,CU04320,P0009,S003,Mobile App,1,Card,629.19,942.0,Laptops,0.060822436654634826,884.705264671334,884.71,629.19,255.52,28.88
O020196,2026-02-08,CU04023,P0044,S009,Physical Store,2,Card,432.33,658.71,Air Conditioners,0.08820013367791478,600.6116899450208,1201.22,864.66,336.56,28.02
O020197,2026-05-15,CU00985,P0027,S007,Physical Store,1,Card,801.84,1277.44,TVs,0.029208320527007118,1240.12812302598,1240.13,801.84,438.29,35.34
O020198,2026-02-08,CU01570,P0041,S003,Physical Store,1,Card,1272.84,1644.61,Air Conditioners,0.10831845379221462,1466.468387708786,1466.47,1272.84,193.63,13.2
O020199,2026-04-08,CU04197,P0056,S007,Website,3,Cash,250.75,359.51,Small Appliances,0.11425800027452118,318.43310632130687,955.3,752.25,203.05,21.26
O020200,2026-02-03,CU02814,P0044,S001,Website,1,Transfer,432.33,658.71,Air Conditioners,0.032937086299568034,637.0140118836116,637.01,432.33,204.68,32.13
O020201,2026-06-21,CU03346,P0010,S001,Mobile App,3,Card,880.36,1310.46,Laptops,0.14080070341774414,1125.946310199183,3377.84,2641.08,736.76,21.81
O020202,2026-03-09,CU02041,P0032,S003,Physical Store,1,Card,614.96,814.41,Refrigerators,0.06785934191427903,759.144673351592,759.14,614.96,144.18,18.99
O020203,2026-02-17,CU02723,P0070,S006,Physical Store,3,Card,98.33,137.72,Audio,0.08480921661900294,126.04007468723091,378.12,294.99,83.13,21.99
O020204,2026-01-03,CU02480,P0026,S006,Physical Store,2,Cash,1099.51,1883.52,TVs,0.0349056659840191,1817.7744800057803,3635.55,2199.02,1436.53,39.51
O020205,2026-06-11,CU04645,P0041,S006,Physical Store,2,Card,1272.84,1644.61,Air Conditioners,0.10743872718745037,1467.915194880247,2935.83,2545.68,390.15,13.29
O020206,2026-04-23,CU01536,P0046,S002,Website,1,Cash,393.82,500.68,Air Conditioners,0.05537116270806168,472.9567662553277,472.96,393.82,79.14,16.73
O020207,2026-05-17,CU02438,P0014,S005,Website,1,Wallet,716.69,1227.56,Smartphones,0.14202011078493978,1053.2217928048392,1053.22,716.69,336.53,31.95
O020208,2026-03-02,CU01920,P0045,S003,Physical Store,1,Transfer,472.94,643.07,Air Conditioners,0.07623718211769283,594.0441552955754,594.04,472.94,121.1,20.39
O020209,2026-05-28,CU03675,P0026,S001,Physical Store,2,Card,1099.51,1883.52,TVs,0.16887285458626325,1565.4446009296814,3130.89,2199.02,931.87,29.76
O020210,2026-06-17,CU04859,P0007,S007,Website,2,Transfer,802.5,1173.82,Laptops,0.12759276308901252,1024.0490628308553,2048.1,1605.0,443.1,21.63
O020211,2026-05-05,CU00986,P0037,S003,Corporate,1,Transfer,696.8,1063.09,Refrigerators,0.1151654802686483,940.6587295812027,940.66,696.8,243.86,25.92
O020212,2026-01-12,CU03367,P0050,S006,Physical Store,1,Transfer,794.99,1174.43,Air Conditioners,0.022746194388354384,1147.716186924485,1147.72,794.99,352.73,30.73
O020213,2026-04-13,CU04868,P0066,S003,Physical Store,1,Cash,302.97,498.93,Audio,0.055558404894315475,471.2102450460792,471.21,302.97,168.24,35.7
O020214,2026-01-28,CU02960,P0029,S001,Corporate,2,Transfer,1329.86,1738.15,TVs,0.07106035505521771,1614.6364438607734,3229.27,2659.72,569.55,17.64
O020215,2026-06-25,CU02673,P0055,S002,Website,2,Transfer,133.71,182.6,Small Appliances,0.038523855402140164,175.5655440035692,351.13,267.42,83.71,23.84
O020216,2026-03-16,CU03347,P0009,S007,Website,1,Transfer,629.19,942.0,Laptops,0.08878622593858071,858.363375165857,858.36,629.19,229.17,26.7
O020217,2026-05-15,CU03449,P0031,S005,Physical Store,1,Card,1486.05,2253.59,Refrigerators,0.04416904619130693,2154.0510791937327,2154.05,1486.05,668.0,31.01
O020218,2026-03-23,CU04881,P0018,S006,Mobile App,1,Cash,747.7,1096.27,Smartphones,0.020970577479718516,1073.280585026309,1073.28,747.7,325.58,30.34
O020219,2026-03-24,CU03245,P0052,S003,Mobile App,2,Transfer,128.25,170.78,Small Appliances,0.05781253201430506,160.90677578259698,321.81,256.5,65.31,20.29
O020220,2026-05-22,CU03970,P0030,S009,Corporate,1,Transfer,436.69,718.47,TVs,0.12437745706773809,629.1085284205423,629.11,436.69,192.42,30.59
O020221,2026-05-27,CU02615,P0077,S003,Website,3,Card,280.55,402.77,Gaming,0.13184407673091453,349.6671612150895,1049.0,841.65,207.35,19.77
O020222,2026-02-23,CU02907,P0011,S004,Physical Store,3,Transfer,818.69,1384.91,Smartphones,0.03323601745265821,1338.881107069639,4016.64,2456.07,1560.57,38.85
O020223,2026-03-08,CU02052,P0025,S001,Physical Store,1,Card,964.47,1571.25,TVs,0.04647669968495593,1498.223485620013,1498.22,964.47,533.75,35.63
O020224,2026-06-11,CU00496,P0026,S002,Physical Store,2,Card,1099.51,1883.52,TVs,0.17682549043923348,1550.465652247895,3100.93,2199.02,901.91,29.09
O020225,2026-03-30,CU04452,P0010,S001,Website,2,Card,880.36,1310.46,Laptops,0.09595168623557924,1184.7191532557229,2369.44,1760.72,608.72,25.69
O020226,2026-06-18,CU04564,P0077,S005,Mobile App,5,Wallet,280.55,402.77,Gaming,0.06824327629870412,375.28365560517096,1876.42,1402.75,473.67,25.24
O020227,2026-06-08,CU04534,P0032,S001,Corporate,5,Card,614.96,814.41,Refrigerators,0.08407984594601546,745.9345326631055,3729.67,3074.8,654.87,17.56
O020228,2026-06-16,CU04060,P0054,S004,Website,2,Card,290.08,489.71,Small Appliances,0.12345394776394283,429.25336724051954,858.51,580.16,278.35,32.42
O020229,2026-03-19,CU00828,P0025,S005,Physical Store,1,Card,964.47,1571.25,TVs,0.10065938192860611,1413.0889461446777,1413.09,964.47,448.62,31.75
O020230,2026-06-29,CU04797,P0029,S008,Physical Store,2,Wallet,1329.86,1738.15,TVs,0.11914368990160372,1531.0603953975276,3062.12,2659.72,402.4,13.14
O020231,2026-06-24,CU04142,P0035,S004,Corporate,2,Wallet,1206.54,1710.3,Refrigerators,0.04333965754734605,1636.176183696774,3272.35,2413.08,859.27,26.26
O020232,2026-01-20,CU04705,P0052,S002,Physical Store,1,Wallet,128.25,170.78,Small Appliances,0.03457352942677488,164.8755326444954,164.88,128.25,36.63,22.22
O020233,2026-04-06,CU04145,P0012,S007,Mobile App,1,Transfer,720.32,1046.79,Smartphones,0.07131732453644143,972.1357378484984,972.14,720.32,251.82,25.9
O020234,2026-06-29,CU02168,P0048,S009,Corporate,5,Wallet,508.47,788.74,Air Conditioners,0.108931928881986,702.8210304136223,3514.11,2542.35,971.76,27.65
O020235,2026-04-05,CU03730,P0007,S003,Corporate,3,Card,802.5,1173.82,Laptops,0.06430238439976423,1098.3405751438688,3295.02,2407.5,887.52,26.94
O020236,2026-03-12,CU03833,P0071,S008,Physical Store,1,Wallet,704.19,1088.5,Gaming,0.08467299864689715,996.3334409728525,996.33,704.19,292.14,29.32
O020237,2026-05-13,CU03146,P0053,S001,Physical Store,1,Card,80.61,125.16,Small Appliances,0.08612126079307258,114.38106299913903,114.38,80.61,33.77,29.52
O020238,2026-05-12,CU01024,P0068,S009,Website,1,Card,399.04,489.19,Audio,0.07759286779049741,451.2323450055666,451.23,399.04,52.19,11.57
O020239,2026-05-19,CU04280,P0045,S003,Physical Store,2,Transfer,472.94,643.07,Air Conditioners,0.08652135250684609,587.4307138434225,1174.86,945.88,228.98,19.49
O020240,2026-01-19,CU00820,P0033,S007,Website,1,Wallet,1320.48,1847.6,Refrigerators,0.04344632853906408,1767.328563391225,1767.33,1320.48,446.85,25.28
O020241,2026-04-12,CU01607,P0072,S008,Website,1,Card,719.02,915.34,Gaming,0.03466274926395069,883.6117990887354,883.61,719.02,164.59,18.63
O020242,2026-01-27,CU01693,P0057,S004,Corporate,2,Wallet,295.92,493.69,Small Appliances,0.11058952332195862,439.0930582311823,878.19,591.84,286.35,32.61
O020243,2026-01-29,CU01363,P0018,S002,Website,1,Wallet,747.7,1096.27,Smartphones,0.06105796951671344,1029.3339797579124,1029.33,747.7,281.63,27.36
O020244,2026-01-18,CU00459,P0016,S001,Website,3,Card,475.65,609.83,Smartphones,0.0993814750658847,549.2241950605716,1647.67,1426.95,220.72,13.4
O020245,2026-06-14,CU02273,P0048,S005,Website,5,Wallet,508.47,788.74,Air Conditioners,0.064679700670611,737.7245328930622,3688.62,2542.35,1146.27,31.08
O020246,2026-06-24,CU04786,P0041,S008,Physical Store,2,Cash,1272.84,1644.61,Air Conditioners,0.09405581561723837,1489.9248650777333,2979.85,2545.68,434.17,14.57
O020247,2026-03-30,CU03702,P0063,S001,Website,3,Transfer,263.81,397.5,Audio,0.035319443237016024,383.4605213132861,1150.38,791.43,358.95,31.2
O020248,2026-01-20,CU03743,P0029,S006,Mobile App,1,Card,1329.86,1738.15,TVs,0.06854689192763803,1619.005219795976,1619.01,1329.86,289.15,17.86
O020249,2026-03-11,CU03597,P0017,S009,Website,2,Transfer,421.24,656.03,Smartphones,0.05600680533121198,619.287855498565,1238.58,842.48,396.1,31.98
O020250,2026-04-10,CU03128,P0026,S008,Mobile App,1,Transfer,1099.51,1883.52,TVs,0.048604916817022496,1791.9716670768019,1791.97,1099.51,692.46,38.64
O020251,2026-06-26,CU02043,P0074,S008,Corporate,2,Transfer,262.51,329.93,Gaming,0.04867546374016686,313.87050424820677,627.74,525.02,102.72,16.36
O020252,2026-05-23,CU00240,P0079,S005,Website,1,Transfer,647.24,926.57,Gaming,0.12051020369767436,814.9088605598458,814.91,647.24,167.67,20.58
O020253,2026-01-18,CU04934,P0031,S009,Mobile App,2,Cash,1486.05,2253.59,Refrigerators,0.1186143722850919,1986.28183676204,3972.56,2972.1,1000.46,25.18
O020254,2026-02-07,CU02972,P0040,S007,Website,3,Transfer,1790.06,2397.14,Refrigerators,0.09459195392361938,2170.389843571535,6511.17,5370.18,1140.99,17.52
O020255,2026-04-30,CU04764,P0049,S007,Mobile App,2,Card,537.47,817.36,Air Conditioners,0.09860389359835568,736.765121528448,1473.53,1074.94,398.59,27.05
O020256,2026-03-30,CU03664,P0008,S005,Website,3,Card,785.55,1162.11,Laptops,0.04775569576400567,1106.6126283956912,3319.84,2356.65,963.19,29.01
O020257,2026-03-25,CU01138,P0049,S009,Mobile App,2,Card,537.47,817.36,Air Conditioners,0.08608484080261493,746.9976945215747,1494.0,1074.94,419.06,28.05
O020258,2026-05-30,CU02162,P0064,S004,Physical Store,3,Card,104.14,139.63,Audio,0.041590434243653523,133.82272766655865,401.47,312.42,89.05,22.18
O020259,2026-04-14,CU01001,P0045,S006,Website,1,Card,472.94,643.07,Air Conditioners,0.08339787002090825,589.4393317256546,589.44,472.94,116.5,19.76
O020260,2026-04-21,CU01456,P0040,S004,Website,1,Wallet,1790.06,2397.14,Refrigerators,0.09689197152977101,2164.8763793671246,2164.88,1790.06,374.82,17.31
O020261,2026-01-26,CU01395,P0002,S001,Website,1,Wallet,988.97,1601.72,Laptops,0.024249251859064062,1562.8794883123,1562.88,988.97,573.91,36.72
O020262,2026-03-05,CU01562,P0053,S001,Physical Store,1,Card,80.61,125.16,Small Appliances,0.04490981917045357,119.53908703262603,119.54,80.61,38.93,32.57
O020263,2026-02-27,CU03841,P0079,S009,Website,1,Cash,647.24,926.57,Gaming,0.07736906138311642,854.882148794246,854.88,647.24,207.64,24.29
O020264,2026-05-11,CU01470,P0055,S002,Mobile App,1,Cash,133.71,182.6,Small Appliances,0.05850546971476582,171.91690123008377,171.92,133.71,38.21,22.23
O020265,2026-01-30,CU04701,P0024,S007,Physical Store,3,Card,1563.24,1925.98,TVs,0.07464976101173124,1782.2060532866258,5346.62,4689.72,656.9,12.29
O020266,2026-01-19,CU04296,P0028,S004,Website,1,Transfer,382.18,608.84,TVs,0.08744597648053005,555.5993916795941,555.6,382.18,173.42,31.21
O020267,2026-01-10,CU02535,P0006,S008,Corporate,1,Transfer,562.05,900.7,Laptops,0.10347545498565587,807.4996576944197,807.5,562.05,245.45,30.4
O020268,2026-03-30,CU04180,P0040,S001,Physical Store,1,Wallet,1790.06,2397.14,Refrigerators,0.030045531585099643,2325.116654416094,2325.12,1790.06,535.06,23.01
O020269,2026-06-23,CU01908,P0067,S001,Website,3,Card,419.36,653.31,Audio,0.13216502348787645,566.9652685051354,1700.9,1258.08,442.82,26.03
O020270,2026-05-27,CU03589,P0080,S005,Mobile App,1,Transfer,309.8,419.88,Gaming,0.09153027482261035,381.4482682074824,381.45,309.8,71.65,18.78
O020271,2026-05-07,CU02989,P0066,S001,Physical Store,1,Card,302.97,498.93,Audio,0.027282180348583433,485.3181017586813,485.32,302.97,182.35,37.57
O020272,2026-05-04,CU02316,P0010,S001,Website,1,Card,880.36,1310.46,Laptops,0.050881414267221564,1243.7819418593767,1243.78,880.36,363.42,29.22
O020273,2026-04-17,CU00465,P0003,S009,Mobile App,1,Card,718.1,1040.4,Laptops,0.035836816271318614,1003.1153763513202,1003.12,718.1,285.02,28.41
O020274,2026-03-26,CU02266,P0011,S006,Physical Store,1,Wallet,818.69,1384.91,Smartphones,0.05302585552401694,1311.4739624262338,1311.47,818.69,492.78,37.57
O020275,2026-01-06,CU01258,P0025,S009,Physical Store,1,Transfer,964.47,1571.25,TVs,0.03817251175567407,1511.2714409038972,1511.27,964.47,546.8,36.18
O020276,2026-02-20,CU02208,P0066,S003,Website,1,Card,302.97,498.93,Audio,0.04024414422571801,478.85098912146253,478.85,302.97,175.88,36.73
O020277,2026-05-22,CU00780,P0009,S005,Physical Store,2,Transfer,629.19,942.0,Laptops,0.0909896831014872,856.2877185183991,1712.58,1258.38,454.2,26.52
O020278,2026-02-27,CU03155,P0061,S006,Mobile App,1,Transfer,310.54,395.08,Audio,0.047118988390953624,376.464230066502,376.46,310.54,65.92,17.51
