customer_id,customer_name,segment,region,acquisition_channel
CU02595,Customer 02595,Gamers,West,Store
CU02596,Customer 02596,Value Seekers,West,Store
CU02597,Customer 02597,Home Makers,Central,Social
CU02598,Customer 02598,Value Seekers,Central,Referral
CU02599,Customer 02599,Professionals,West,Store
CU02600,Customer 02600,Professionals,West,Store
CU02601,Customer 02601,Home Makers,East,Website
CU02602,Customer 02602,Premium,East,Website
CU02603,Customer 02603,Professionals,Central,Referral
CU02604,Customer 02604,Corporate,Central,Website
CU02605,Customer 02605,Premium,East,Social
CU02606,Customer 02606,Premium,East,Website
CU02607,Customer 02607,Value Seekers,North,Website
CU02608,Customer 02608,Professionals,Central,Store
CU02609,Customer 02609,Value Seekers,West,Referral
CU02610,Customer 02610,Professionals,West,Social
CU02611,Customer 02611,Gamers,West,Corporate Sales
CU02612,Customer 02612,Professionals,Central,Website
CU02613,Customer 02613,Home Makers,West,Social
CU02614,Customer 02614,Gamers,West,Referral
CU02615,Customer 02615,Value Seekers,East,Store
CU02616,Customer 02616,Professionals,East,Social
CU02617,Customer 02617,Home Makers,West,Referral
CU02618,Customer 02618,Professionals,West,Website
CU02619,Customer 02619,Value Seekers,East,Corporate Sales
CU02620,Customer 02620,Value Seekers,North,Corporate Sales
CU02621,Customer 02621,Value Seekers,West,Social
CU02622,Customer 02622,Corporate,West,Corporate Sales
CU02623,Customer 02623,Premium,North,Social
CU02624,Customer 02624,Gamers,Central,Corporate Sales
CU02625,Customer 02625,Home Makers,North,Store
CU02626,Customer 02626,Gamers,North,Social
CU02627,Customer 02627,Value Seekers,East,Social
CU02628,Customer 02628,Professionals,Central,Store
CU02629,Customer 02629,Home Makers,West,Store
CU02630,Customer 02630,Professionals,North,Social
CU02631,Customer 02631,Professionals,East,Website
CU02632,Customer 02632,Value Seekers,West,Website
CU02633,Customer 02633,Professionals,Central,Store
CU02634,Customer 02634,Professionals,East,Store
CU02635,Customer 02635,Corporate,West,Store
CU02636,Customer 02636,Premium,West,Corporate Sales
CU02637,Customer 02637,Gamers,West,Website
CU02638,Customer 02638,Value Seekers,East,Referral
CU02639,Customer 02639,Corporate,North,Referral
CU02640,Customer 02640,Corporate,West,Website
CU02641,Customer 02641,Gamers,Central,Website
CU02642,Customer 02642,Corporate,East,Website
CU02643,Customer 02643,Value Seekers,West,Referral
CU02644,Customer 02644,Value Seekers,Central,Website
CU02645,Customer 02645,Home Makers,West,Referral
CU02646,Customer 02646,Home Makers,North,Store
CU02647,Customer 02647,Home Makers,North,Store
CU02648,Customer 02648,Value Seekers,West,Website
CU02649,Customer 02649,Gamers,West,Website
CU02650,Customer 02650,Value Seekers,North,Website
CU02651,Customer 02651,Premium,North,Website
CU02652,Customer 02652,Corporate,West,Website
CU02653,Customer 02653,Professionals,Central,Social
CU02654,Customer 02654,Home Makers,Central,Referral
CU02655,Customer 02655,Home Makers,West,Referral
CU02656,Customer 02656,Professionals,East,Website
CU02657,Customer 02657,Gamers,North,Website
CU02658,Customer 02658,Home Makers,Central,Referral
CU02659,Customer 02659,Value Seekers,West,Website
CU02660,Customer 02660,Premium,West,Website
CU02661,Customer 02661,Professionals,East,Website
CU02662,Customer 02662,Gamers,West,Social
CU02663,Customer 02663,Gamers,West,Website
CU02664,Customer 02664,Value Seekers,Central,Website
CU02665,Customer 02665,Premium,Central,Referral
CU02666,Customer 02666,Gamers,West,Website
CU02667,Customer 02667,Gamers,West,Website
CU02668,Customer 02668,Home Makers,East,Social
CU02669,Customer 02669,Premium,West,Store
CU02670,Customer 02670,Value Seekers,East,Website
CU02671,Customer 02671,Value Seekers,East,Website
CU02672,Customer 02672,Home Makers,West,Store
CU02673,Customer 02673,Professionals,West,Corporate Sales
CU02674,Customer 02674,Value Seekers,Central,Corporate Sales
CU02675,Customer 02675,Premium,East,Referral
CU02676,Customer 02676,Value Seekers,West,Corporate Sales
CU02677,Customer 02677,Gamers,East,Website
CU02678,Customer 02678,Professionals,East,Website
CU02679,Customer 02679,Value Seekers,North,Store
CU02680,Customer 02680,Home Makers,East,Store
CU02681,Customer 02681,Home Makers,North,Website
CU02682,Customer 02682,Gamers,West,Store
CU02683,Customer 02683,Home Makers,West,Referral
CU02684,Customer 02684,Premium,West,Corporate Sales
CU02685,Customer 02685,Value Seekers,West,Social
CU02686,Customer 02686,Value Seekers,West,Website
CU02687,Customer 02687,Premium,West,Corporate Sales
CU02688,Customer 02688,Value Seekers,North,Website
CU02689,Customer 02689,Value Seekers,Central,Store
CU02690,Customer 02690,Value Seekers,North,Store
CU02691,Customer 02691,Value Seekers,West,Store
CU02692,Customer 02692,Professionals,North,Website
CU02693,Customer 02693,Professionals,West,Referral
CU02694,Customer 02694,Home Makers,West,Website
CU02695,Customer 02695,Premium,East,Referral
CU02696,Customer 02696,Professionals,Central,Store
CU02697,Customer 02697,Value Seekers,West,Website
CU02698,Customer 02698,Value Seekers,West,Social
CU02699,Customer 02699,Premium,Central,Website
CU02700,Customer 02700,Corporate,Central,Social
CU02701,Customer 02701,Value Seekers,East,Store
CU02702,Customer 02702,Home Makers,East,Social
CU02703,Customer 02703,Corporate,West,Social
CU02704,Customer 02704,Value Seekers,Central,Social
CU02705,Customer 02705,Professionals,West,Corporate Sales
CU02706,Customer 02706,Value Seekers,Central,Website
CU02707,Customer 02707,Home Makers,East,Store
CU02708,Customer 02708,Premium,Central,Social
CU02709,Customer 02709,Professionals,West,Website
CU02710,Customer 02710,Gamers,North,Website
CU02711,Customer 02711,Value Seekers,North,Website
CU02712,Customer 02712,Home Makers,West,Store
CU02713,Customer 02713,Home Makers,East,Store
CU02714,Customer 02714,Premium,North,Social
CU02715,Customer 02715,Home Makers,East,Social
CU02716,Customer 02716,Home Makers,North,Website
CU02717,Customer 02717,Gamers,West,Social
CU02718,Customer 02718,Professionals,East,Store
CU02719,Customer 02719,Professionals,West,Corporate Sales
CU02720,Customer 02720,Home Makers,West,Website
CU02721,Customer 02721,Gamers,North,Corporate Sales
CU02722,Customer 02722,Value Seekers,East,Store
CU02723,Customer 02723,Gamers,West,Store
CU02724,Customer 02724,Corporate,West,Corporate Sales
CU02725,Customer 02725,Gamers,West,Social
CU02726,Customer 02726,Professionals,North,Website
CU02727,Customer 02727,Home Makers,West,Social
CU02728,Customer 02728,Corporate,West,Social
CU02729,Customer 02729,Professionals,North,Store
CU02730,Customer 02730,Gamers,East,Website
CU02731,Customer 02731,Gamers,West,Website
CU02732,Customer 02732,Premium,North,Referral
CU02733,Customer 02733,Premium,Central,Referral
CU02734,Customer 02734,Professionals,North,Social
CU02735,Customer 02735,Premium,Central,Corporate Sales
CU02736,Customer 02736,Professionals,West,Website
CU02737,Customer 02737,Value Seekers,West,Website
CU02738,Customer 02738,Professionals,East,Referral
CU02739,Customer 02739,Professionals,East,Social
CU02740,Customer 02740,Value Seekers,North,Store
CU02741,Customer 02741,Value Seekers,North,Store
CU02742,Customer 02742,Home Makers,Central,Website
CU02743,Customer 02743,Value Seekers,West,Corporate Sales
CU02744,Customer 02744,Home Makers,Central,Corporate Sales
CU02745,Customer 02745,Professionals,Central,Corporate Sales
CU02746,Customer 02746,Professionals,West,Social
CU02747,Customer 02747,Professionals,North,Website
CU02748,Customer 02748,Professionals,West,Website
CU02749,Customer 02749,Value Seekers,East,Website
CU02750,Customer 02750,Value Seekers,East,Corporate Sales
CU02751,Customer 02751,Premium,West,Corporate Sales
CU02752,Customer 02752,Corporate,East,Store
CU02753,Customer 02753,Premium,West,Website
CU02754,Customer 02754,Professionals,Central,Website
CU02755,Customer 02755,Home Makers,Central,Website
CU02756,Customer 02756,Corporate,Central,Social
CU02757,Customer 02757,Professionals,West,Social
CU02758,Customer 02758,Professionals,West,Corporate Sales
CU02759,Customer 02759,Professionals,East,Website
CU02760,Customer 02760,Gamers,Central,Website
CU02761,Customer 02761,Professionals,East,Store
CU02762,Customer 02762,Value Seekers,West,Website
CU02763,Customer 02763,Corporate,Central,Social
CU02764,Customer 02764,Value Seekers,West,Social
CU02765,Customer 02765,Professionals,West,Social
CU02766,Customer 02766,Premium,West,Store
CU02767,Customer 02767,Value Seekers,East,Corporate Sales
CU02768,Customer 02768,Premium,West,Store
CU02769,Customer 02769,Gamers,West,Website
CU02770,Customer 02770,Value Seekers,West,Store
CU02771,Customer 02771,Gamers,East,Store
CU02772,Customer 02772,Value Seekers,West,Social
CU02773,Customer 02773,Value Seekers,West,Referral
CU02774,Customer 02774,Premium,Central,Website
CU02775,Customer 02775,Value Seekers,West,Referral
CU02776,Customer 02776,Value Seekers,North,Social
CU02777,Customer 02777,Value Seekers,Central,Website
CU02778,Customer 02778,Value Seekers,East,Corporate Sales
CU02779,Customer 02779,Home Makers,West,Corporate Sales
CU02780,Customer 02780,Value Seekers,West,Website
CU02781,Customer 02781,Home Makers,West,Website
CU02782,Customer 02782,Professionals,Central,Website
CU02783,Customer 02783,Value Seekers,North,Referral
CU02784,Customer 02784,Premium,West,Store
CU02785,Customer 02785,Value Seekers,West,Social
CU02786,Customer 02786,Home Makers,Central,Store
CU02787,Customer 02787,Home Makers,East,Store
CU02788,Customer 02788,Premium,West,Corporate Sales
CU02789,Customer 02789,Value Seekers,West,Social
CU02790,Customer 02790,Home Makers,West,Store
CU02791,Customer 02791,Home Makers,East,Store
CU02792,Customer 02792,Professionals,West,Referral
CU02793,Customer 02793,Value Seekers,West,Store
CU02794,Customer 02794,Value Seekers,West,Corporate Sales
CU02795,Customer 02795,Corporate,North,Website
CU02796,Customer 02796,Corporate,Central,Website
CU02797,Customer 02797,Premium,North,Corporate Sales
CU02798,Customer 02798,Professionals,West,Store
CU02799,Customer 02799,Premium,East,Website
CU02800,Customer 02800,Value Seekers,West,Store
CU02801,Customer 02801,Value Seekers,West,Website
CU02802,Customer 02802,Home Makers,West,Store
CU02803,Customer 02803,Value Seekers,West,Store
CU02804,Customer 02804,Gamers,Central,Social
CU02805,Customer 02805,Professionals,West,Social
CU02806,Customer 02806,Home Makers,West,Website
CU02807,Customer 02807,Value Seekers,West,Website
CU02808,Customer 02808,Home Makers,West,Social
CU02809,Customer 02809,Home Makers,West,Social
CU02810,Customer 02810,Professionals,North,Corporate Sales
CU02811,Customer 02811,Home Makers,West,Website
CU02812,Customer 02812,Home Makers,West,Social
CU02813,Customer 02813,Value Seekers,North,Website
CU02814,Customer 02814,Value Seekers,Central,Website
CU02815,Customer 02815,Home Makers,West,Website
CU02816,Customer 02816,Home Makers,North,Store
CU02817,Customer 02817,Gamers,North,Website
CU02818,Customer 02818,Value Seekers,North,Store
CU02819,Customer 02819,Home Makers,West,Referral
CU02820,Customer 02820,Premium,West,Website
CU02821,Customer 02821,Home Makers,East,Website
CU02822,Customer 02822,Premium,West,Store
CU02823,Customer 02823,Corporate,West,Social
CU02824,Customer 02824,Gamers,Central,Store
CU02825,Customer 02825,Home Makers,West,Website
CU02826,Customer 02826,Home Makers,East,Social
CU02827,Customer 02827,Premium,East,Store
CU02828,Customer 02828,Professionals,East,Social
CU02829,Customer 02829,Value Seekers,Central,Social
CU02830,Customer 02830,Value Seekers,Central,Social
CU02831,Customer 02831,Professionals,East,Website
CU02832,Customer 02832,Home Makers,Central,Store
CU02833,Customer 02833,Home Makers,West,Referral
CU02834,Customer 02834,Professionals,North,Store
CU02835,Customer 02835,Professionals,West,Referral
CU02836,Customer 02836,Corporate,West,Website
CU02837,Customer 02837,Premium,West,Social
CU02838,Customer 02838,Home Makers,West,Website
CU02839,Customer 02839,Home Makers,West,Website
CU02840,Customer 02840,Premium,North,Website
CU02841,Customer 02841,Gamers,North,Website
CU02842,Customer 02842,Professionals,Central,Store
CU02843,Customer 02843,Professionals,West,Website
CU02844,Customer 02844,Home Makers,North,Store
CU02845,Customer 02845,Gamers,Central,Website
CU02846,Customer 02846,Value Seekers,East,Website
CU02847,Customer 02847,Home Makers,North,Website
CU02848,Customer 02848,Professionals,West,Referral
CU02849,Customer 02849,Corporate,North,Corporate Sales
CU02850,Customer 02850,Professionals,East,Referral
CU02851,Customer 02851,Professionals,Central,Referral
CU02852,Customer 02852,Value Seekers,West,Social
CU02853,Customer 02853,Home Makers,East,Website
CU02854,Customer 02854,Value Seekers,Central,Website
CU02855,Customer 02855,Professionals,East,Social
CU02856,Customer 02856,Home Makers,North,Social
CU02857,Customer 02857,Professionals,West,Store
CU02858,Customer 02858,Professionals,West,Corporate Sales
CU02859,Customer 02859,Value Seekers,Central,Referral
CU02860,Customer 02860,Value Seekers,North,Website
CU02861,Customer 02861,Professionals,West,Store
CU02862,Customer 02862,Home Makers,East,Store
CU02863,Customer 02863,Gamers,West,Social
CU02864,Customer 02864,Home Makers,North,Corporate Sales
CU02865,Customer 02865,Professionals,North,Store
CU02866,Customer 02866,Professionals,East,Referral
CU02867,Customer 02867,Home Makers,West,Referral
CU02868,Customer 02868,Home Makers,East,Social
CU02869,Customer 02869,Corporate,North,Social
CU02870,Customer 02870,Gamers,Central,Website
CU02871,Customer 02871,Gamers,Central,Website
CU02872,Customer 02872,Value Seekers,North,Store
CU02873,Customer 02873,Corporate,East,Social
CU02874,Customer 02874,Premium,Central,Social
CU02875,Customer 02875,Premium,East,Social
CU02876,Customer 02876,Professionals,West,Website
CU02877,Customer 02877,Gamers,East,Social
CU02878,Customer 02878,Value Seekers,Central,Store
CU02879,Customer 02879,Premium,East,Referral
CU02880,Customer 02880,Gamers,East,Referral
CU02881,Customer 02881,Corporate,North,Store
CU02882,Customer 02882,Premium,Central,Website
CU02883,Customer 02883,Premium,West,Referral
CU02884,Customer 02884,Professionals,West,Social
CU02885,Customer 02885,Premium,West,Store
CU02886,Customer 02886,Value Seekers,East,Store
CU02887,Customer 02887,Professionals,North,Website
CU02888,Customer 02888,Value Seekers,Central,Social
CU02889,Customer 02889,Premium,North,Referral
CU02890,Customer 02890,Gamers,North,Corporate Sales
CU02891,Customer 02891,Home Makers,Central,Store
CU02892,Customer 02892,Value Seekers,East,Store
CU02893,Customer 02893,Gamers,East,Social
CU02894,Customer 02894,Corporate,East,Store
CU02895,Customer 02895,Value Seekers,West,Website
CU02896,Customer 02896,Home Makers,West,Store
CU02897,Customer 02897,Home Makers,West,Social
CU02898,Customer 02898,Premium,East,Store
CU02899,Customer 02899,Professionals,West,Social
CU02900,Customer 02900,Professionals,North,Corporate Sales
CU02901,Customer 02901,Home Makers,West,Website
CU02902,Customer 02902,Value Seekers,East,Store
CU02903,Customer 02903,Premium,Central,Referral
CU02904,Customer 02904,Professionals,West,Referral
CU02905,Customer 02905,Value Seekers,Central,Referral
CU02906,Customer 02906,Value Seekers,East,Corporate Sales
CU02907,Customer 02907,Professionals,West,Website
CU02908,Customer 02908,Value Seekers,North,Social
CU02909,Customer 02909,Home Makers,West,Store
CU02910,Customer 02910,Value Seekers,East,Store
CU02911,Customer 02911,Professionals,West,Social
CU02912,Customer 02912,Premium,West,Store
CU02913,Customer 02913,Gamers,East,Social
CU02914,Customer 02914,Premium,North,Social
CU02915,Customer 02915,Professionals,North,Social
CU02916,Customer 02916,Gamers,West,Store
CU02917,Customer 02917,Value Seekers,West,Store
CU02918,Customer 02918,Value Seekers,East,Social
CU02919,Customer 02919,Premium,East,Referral
CU02920,Customer 02920,Corporate,Central,Social
CU02921,Customer 02921,Professionals,West,Referral
CU02922,Customer 02922,Home Makers,West,Social
CU02923,Customer 02923,Professionals,Central,Website
CU02924,Customer 02924,Corporate,Central,Social
CU02925,Customer 02925,Value Seekers,West,Store
CU02926,Customer 02926,Home Makers,West,Social
CU02927,Customer 02927,Home Makers,West,Website
CU02928,Customer 02928,Home Makers,North,Website
CU02929,Customer 02929,Professionals,North,Website
CU02930,Customer 02930,Value Seekers,North,Store
CU02931,Customer 02931,Professionals,Central,Social
CU02932,Customer 02932,Professionals,West,Referral
CU02933,Customer 02933,Gamers,North,Corporate Sales
CU02934,Customer 02934,Home Makers,West,Store
CU02935,Customer 02935,Home Makers,Central,Social
CU02936,Customer 02936,Value Seekers,North,Store
CU02937,Customer 02937,Value Seekers,West,Website
CU02938,Customer 02938,Professionals,Central,Website
CU02939,Customer 02939,Home Makers,North,Referral
CU02940,Customer 02940,Gamers,Central,Social
CU02941,Customer 02941,Value Seekers,West,Website
CU02942,Customer 02942,Professionals,West,Corporate Sales
CU02943,Customer 02943,Value Seekers,West,Website
CU02944,Customer 02944,Professionals,Central,Store
CU02945,Customer 02945,Value Seekers,West,Social
CU02946,Customer 02946,Home Makers,West,Social
CU02947,Customer 02947,Premium,North,Corporate Sales
CU02948,Customer 02948,Value Seekers,West,Social
CU02949,Customer 02949,Home Makers,East,Store
CU02950,Customer 02950,Value Seekers,East,Website
CU02951,Customer 02951,Home Makers,West,Referral
CU02952,Customer 02952,Value Seekers,West,Website
CU02953,Customer 02953,Home Makers,Central,Website
CU02954,Customer 02954,Gamers,West,Website
CU02955,Customer 02955,Home Makers,East,Social
CU02956,Customer 02956,Value Seekers,West,Website
CU02957,Customer 02957,Corporate,West,Social
CU02958,Customer 02958,Value Seekers,West,Store
CU02959,Customer 02959,Professionals,West,Website
CU02960,Customer 02960,Value Seekers,West,Store
CU02961,Customer 02961,Corporate,West,Social
CU02962,Customer 02962,Home Makers,West,Social
CU02963,Customer 02963,Gamers,Central,Corporate Sales
CU02964,Customer 02964,Value Seekers,Central,Social
CU02965,Customer 02965,Value Seekers,Central,Referral
CU02966,Customer 02966,Corporate,West,Store
CU02967,Customer 02967,Value Seekers,Central,Website
CU02968,Customer 02968,Value Seekers,West,Website
CU02969,Customer 02969,Value Seekers,West,Store
CU02970,Customer 02970,Home Makers,West,Store
CU02971,Customer 02971,Home Makers,North,Corporate Sales
CU02972,Customer 02972,Home Makers,East,Referral
CU02973,Customer 02973,Home Makers,West,Referral
CU02974,Customer 02974,Gamers,West,Social
CU02975,Customer 02975,Professionals,West,Website
CU02976,Customer 02976,Professionals,Central,Store
CU02977,Customer 02977,Value Seekers,West,Corporate Sales
CU02978,Customer 02978,Gamers,East,Referral
CU02979,Customer 02979,Corporate,Central,Store
CU02980,Customer 02980,Professionals,West,Website
CU02981,Customer 02981,Professionals,Central,Website
CU02982,Customer 02982,Premium,West,Website
CU02983,Customer 02983,Professionals,East,Social
CU02984,Customer 02984,Premium,West,Referral
CU02985,Customer 02985,Premium,East,Store
CU02986,Customer 02986,Value Seekers,East,Website
CU02987,Customer 02987,Corporate,Central,Corporate Sales
CU02988,Customer 02988,Premium,Central,Store
CU02989,Customer 02989,Value Seekers,North,Store
CU02990,Customer 02990,Corporate,East,Social
CU02991,Customer 02991,Corporate,West,Social
CU02992,Customer 02992,Home Makers,Central,Website
CU02993,Customer 02993,Home Makers,East,Store
CU02994,Customer 02994,Gamers,Central,Corporate Sales
CU02995,Customer 02995,Premium,West,Website
CU02996,Customer 02996,Home Makers,West,Corporate Sales
CU02997,Customer 02997,Value Seekers,North,Website
CU02998,Customer 02998,Gamers,West,Website
CU02999,Customer 02999,Value Seekers,Central,Referral
CU03000,Customer 03000,Value Seekers,West,Store
CU03001,Customer 03001,Home Makers,North,Corporate Sales
CU03002,Customer 03002,Home Makers,East,Referral
CU03003,Customer 03003,Premium,North,Social
CU03004,Customer 03004,Value Seekers,West,Store
CU03005,Customer 03005,Value Seekers,East,Social
CU03006,Customer 03006,Corporate,West,Social
CU03007,Customer 03007,Professionals,West,Website
CU03008,Customer 03008,Gamers,West,Referral
CU03009,Customer 03009,Value Seekers,West,Website
CU03010,Customer 03010,Professionals,East,Website
CU03011,Customer 03011,Home Makers,West,Store
CU03012,Customer 03012,Gamers,Central,Website
CU03013,Customer 03013,Professionals,West,Website
CU03014,Customer 03014,Professionals,West,Social
CU03015,Customer 03015,Value Seekers,West,Store
CU03016,Customer 03016,Home Makers,West,Social
CU03017,Customer 03017,Premium,North,Referral
CU03018,Customer 03018,Corporate,East,Website
CU03019,Customer 03019,Value Seekers,East,Store
CU03020,Customer 03020,Value Seekers,West,Website
CU03021,Customer 03021,Home Makers,West,Social
CU03022,Customer 03022,Gamers,Central,Corporate Sales
CU03023,Customer 03023,Value Seekers,Central,Corporate Sales
CU03024,Customer 03024,Premium,West,Social
CU03025,Customer 03025,Value Seekers,West,Store
CU03026,Customer 03026,Professionals,West,Store
CU03027,Customer 03027,Professionals,West,Website
CU03028,Customer 03028,Home Makers,East,Referral
CU03029,Customer 03029,Gamers,North,Store
CU03030,Customer 03030,Home Makers,East,Store
CU03031,Customer 03031,Professionals,Central,Store
CU03032,Customer 03032,Home Makers,North,Corporate Sales
CU03033,Customer 03033,Value Seekers,West,Referral
CU03034,Customer 03034,Value Seekers,East,Store
CU03035,Customer 03035,Home Makers,East,Referral
CU03036,Customer 03036,Professionals,East,Corporate Sales
CU03037,Customer 03037,Professionals,West,Store
CU03038,Customer 03038,Gamers,Central,Store
CU03039,Customer 03039,Premium,Central,Store
CU03040,Customer 03040,Value Seekers,East,Store
CU03041,Customer 03041,Premium,West,Store
CU03042,Customer 03042,Professionals,North,Store
CU03043,Customer 03043,Value Seekers,North,Store
CU03044,Customer 03044,Value Seekers,West,Store
CU03045,Customer 03045,Home Makers,North,Website
CU03046,Customer 03046,Home Makers,West,Store
CU03047,Customer 03047,Value Seekers,West,Store
CU03048,Customer 03048,Professionals,North,Store
CU03049,Customer 03049,Premium,West,Store
CU03050,Customer 03050,Home Makers,Central,Website
CU03051,Customer 03051,Premium,West,Social
CU03052,Customer 03052,Home Makers,West,Store
CU03053,Customer 03053,Corporate,West,Social
CU03054,Customer 03054,Gamers,Central,Corporate Sales
CU03055,Customer 03055,Professionals,East,Referral
CU03056,Customer 03056,Premium,North,Social
CU03057,Customer 03057,Home Makers,North,Store
CU03058,Customer 03058,Professionals,West,Referral
CU03059,Customer 03059,Professionals,West,Website
CU03060,Customer 03060,Gamers,North,Social
CU03061,Customer 03061,Professionals,East,Store
CU03062,Customer 03062,Premium,West,Website
CU03063,Customer 03063,Gamers,West,Social
CU03064,Customer 03064,Home Makers,Central,Social
CU03065,Customer 03065,Gamers,West,Corporate Sales
CU03066,Customer 03066,Value Seekers,West,Store
CU03067,Customer 03067,Home Makers,Central,Store
CU03068,Customer 03068,Professionals,East,Website
CU03069,Customer 03069,Professionals,West,Store
CU03070,Customer 03070,Professionals,North,Store
CU03071,Customer 03071,Professionals,North,Website
CU03072,Customer 03072,Home Makers,West,Website
CU03073,Customer 03073,Corporate,East,Referral
CU03074,Customer 03074,Professionals,West,Store
CU03075,Customer 03075,Professionals,North,Store
CU03076,Customer 03076,Professionals,West,Store
CU03077,Customer 03077,Value Seekers,West,Store
CU03078,Customer 03078,Premium,East,Social
CU03079,Customer 03079,Value Seekers,Central,Corporate Sales
CU03080,Customer 03080,Corporate,West,Referral
CU03081,Customer 03081,Home Makers,East,Corporate Sales
CU03082,Customer 03082,Professionals,Central,Store
CU03083,Customer 03083,Corporate,Central,Website
CU03084,Customer 03084,Premium,North,Website
CU03085,Customer 03085,Gamers,Central,Corporate Sales
CU03086,Customer 03086,Gamers,North,Website
CU03087,Customer 03087,Premium,West,Social
CU03088,Customer 03088,Premium,West,Website
CU03089,Customer 03089,Value Seekers,West,Social
CU03090,Customer 03090,Home Makers,Central,Website
CU03091,Customer 03091,Home Makers,East,Social
CU03092,Customer 03092,Corporate,West,Social
CU03093,Customer 03093,Premium,East,Website
CU03094,Customer 03094,Professionals,West,Social
CU03095,Customer 03095,Premium,East,Store
CU03096,Customer 03096,Professionals,West,Store
CU03097,Customer 03097,Gamers,West,Referral
CU03098,Customer 03098,Gamers,Central,Store
CU03099,Customer 03099,Premium,West,Corporate Sales
CU03100,Customer 03100,Premium,Central,Corporate Sales
CU03101,Customer 03101,Premium,Central,Referral
CU03102,Customer 03102,Value Seekers,West,Social
CU03103,Customer 03103,Gamers,East,Website
CU03104,Customer 03104,Gamers,North,Referral
CU03105,Customer 03105,Home Makers,West,Referral
CU03106,Customer 03106,Premium,North,Website
CU03107,Customer 03107,Home Makers,Central,Website
CU03108,Customer 03108,Corporate,East,Store
CU03109,Customer 03109,Value Seekers,Central,Website
CU03110,Customer 03110,Home Makers,East,Social
CU03111,Customer 03111,Value Seekers,North,Store
CU03112,Customer 03112,Gamers,West,Referral
CU03113,Customer 03113,Gamers,Central,Social
CU03114,Customer 03114,Value Seekers,West,Website
CU03115,Customer 03115,Premium,North,Referral
CU03116,Customer 03116,Home Makers,East,Store
CU03117,Customer 03117,Premium,West,Website
CU03118,Customer 03118,Gamers,North,Website
CU03119,Customer 03119,Corporate,Central,Website
CU03120,Customer 03120,Home Makers,West,Store
CU03121,Customer 03121,Home Makers,North,Store
CU03122,Customer 03122,Home Makers,West,Referral
CU03123,Customer 03123,Home Makers,West,Website
CU03124,Customer 03124,Home Makers,North,Store
CU03125,Customer 03125,Professionals,North,Store
CU03126,Customer 03126,Value Seekers,Central,Social
CU03127,Customer 03127,Professionals,East,Store
CU03128,Customer 03128,Professionals,Central,Website
CU03129,Customer 03129,Corporate,Central,Store
CU03130,Customer 03130,Corporate,East,Website
CU03131,Customer 03131,Home Makers,North,Referral
CU03132,Customer 03132,Value Seekers,West,Referral
CU03133,Customer 03133,Gamers,Central,Website
CU03134,Customer 03134,Home Makers,North,Store
CU03135,Customer 03135,Premium,East,Website
CU03136,Customer 03136,Professionals,Central,Website
CU03137,Customer 03137,Home Makers,North,Social
CU03138,Customer 03138,Home Makers,West,Website
CU03139,Customer 03139,Home Makers,East,Store
CU03140,Customer 03140,Gamers,West,Website
CU03141,Customer 03141,Professionals,North,Website
CU03142,Customer 03142,Professionals,West,Social
CU03143,Customer 03143,Corporate,North,Store
CU03144,Customer 03144,Value Seekers,West,Website
CU03145,Customer 03145,Professionals,North,Referral
CU03146,Customer 03146,Value Seekers,North,Website
CU03147,Customer 03147,Value Seekers,East,Social
CU03148,Customer 03148,Value Seekers,West,Website
CU03149,Customer 03149,Home Makers,West,Corporate Sales
CU03150,Customer 03150,Premium,West,Referral
CU03151,Customer 03151,Home Makers,North,Referral
CU03152,Customer 03152,Value Seekers,West,Social
CU03153,Customer 03153,Professionals,West,Referral
CU03154,Customer 03154,Value Seekers,Central,Social
CU03155,Customer 03155,Home Makers,Central,Social
CU03156,Customer 03156,Gamers,West,Store
CU03157,Customer 03157,Gamers,Central,Store
CU03158,Customer 03158,Professionals,East,Store
CU03159,Customer 03159,Home Makers,North,Website
CU03160,Customer 03160,Home Makers,West,Social
CU03161,Customer 03161,Professionals,Central,Website
CU03162,Customer 03162,Professionals,West,Social
CU03163,Customer 03163,Professionals,West,Website
CU03164,Customer 03164,Value Seekers,East,Social
CU03165,Customer 03165,Value Seekers,East,Website
CU03166,Customer 03166,Corporate,Central,Website
CU03167,Customer 03167,Professionals,North,Website
CU03168,Customer 03168,Value Seekers,West,Store
CU03169,Customer 03169,Value Seekers,East,Store
CU03170,Customer 03170,Premium,West,Store
CU03171,Customer 03171,Premium,North,Store
CU03172,Customer 03172,Value Seekers,West,Store
CU03173,Customer 03173,Value Seekers,West,Website
CU03174,Customer 03174,Corporate,West,Website
CU03175,Customer 03175,Home Makers,East,Website
CU03176,Customer 03176,Professionals,West,Corporate Sales
CU03177,Customer 03177,Professionals,West,Corporate Sales
CU03178,Customer 03178,Professionals,Central,Corporate Sales
CU03179,Customer 03179,Value Seekers,West,Store
CU03180,Customer 03180,Value Seekers,Central,Website
CU03181,Customer 03181,Value Seekers,West,Website
CU03182,Customer 03182,Home Makers,East,Social
CU03183,Customer 03183,Gamers,Central,Referral
CU03184,Customer 03184,Gamers,West,Referral
CU03185,Customer 03185,Value Seekers,Central,Social
CU03186,Customer 03186,Value Seekers,North,Website
CU03187,Customer 03187,Home Makers,North,Website
CU03188,Customer 03188,Home Makers,North,Website
CU03189,Customer 03189,Home Makers,West,Corporate Sales
CU03190,Customer 03190,Value Seekers,West,Corporate Sales
