return_id,order_id,return_date,product_id,quantity,return_reason,refund_amount
R000890,O014755,2026-03-13,P0069,1,Wrong Item,380.47
R000891,O014761,2026-02-27,P0057,1,Defective,451.61
R000892,O014764,2026-03-12,P0080,3,Defective,1147.57
R000893,O014772,2026-03-03,P0010,2,Defective,2450.07
R000894,O014793,2026-07-20,P0058,3,Damaged,598.55
R000895,O014797,2026-06-18,P0069,2,Not as Expected,715.7
R000896,O014813,2026-02-07,P0022,1,Not as Expected,1956.9
R000897,O014842,2026-03-24,P0065,2,Wrong Item,564.39
R000898,O014850,2026-05-18,P0007,1,Damaged,1103.17
R000899,O014866,2026-01-11,P0061,1,Changed Mind,357.35
R000900,O014871,2026-03-28,P0011,1,Defective,1240.87
R000901,O014877,2026-04-15,P0070,3,Damaged,391.46
R000902,O014907,2026-06-02,P0064,1,Not as Expected,127.16
R000903,O014912,2026-04-21,P0013,1,Defective,479.34
R000904,O014938,2026-06-28,P0052,2,Changed Mind,309.66
R000905,O014945,2026-07-02,P0080,3,Changed Mind,1121.26
R000906,O014949,2026-03-08,P0067,1,Not as Expected,588.97
R000907,O014991,2026-06-05,P0057,1,Defective,466.8
R000908,O014994,2026-06-22,P0067,3,Changed Mind,1702.26
R000909,O015021,2026-03-29,P0075,2,Wrong Item,1554.32
R000910,O015056,2026-03-12,P0011,1,Damaged,1288.65
R000911,O015089,2026-01-30,P0078,1,Wrong Item,623.17
R000912,O015093,2026-05-11,P0061,1,Not as Expected,353.67
R000913,O015096,2026-07-10,P0065,2,Wrong Item,566.05
R000914,O015180,2026-04-03,P0008,3,Not as Expected,3360.96
R000915,O015185,2026-03-17,P0070,2,Defective,244.06
R000916,O015203,2026-05-29,P0077,1,Damaged,360.96
R000917,O015204,2026-05-19,P0029,1,Defective,1561.33
R000918,O015214,2026-07-06,P0069,3,Not as Expected,1077.46
R000919,O015224,2026-04-01,P0013,1,Wrong Item,482.22
R000920,O015228,2026-04-21,P0072,2,Changed Mind,1642.38
R000921,O015229,2026-01-14,P0034,1,Changed Mind,1222.67
R000922,O015233,2026-05-10,P0075,1,Changed Mind,766.98
R000923,O015234,2026-04-19,P0068,1,Defective,445.03
R000924,O015257,2026-02-16,P0068,1,Defective,444.77
R000925,O015259,2026-04-13,P0006,3,Damaged,2611.67
R000926,O015264,2026-06-11,P0017,1,Defective,554.66
R000927,O015271,2026-07-02,P0051,3,Not as Expected,255.48
R000928,O015301,2026-07-02,P0011,2,Wrong Item,2525.1
R000929,O015446,2026-07-07,P0062,5,Wrong Item,1350.37
R000930,O015470,2026-03-19,P0076,1,Defective,1030.14
R000931,O015485,2026-05-15,P0013,2,Defective,971.79
R000932,O015489,2026-05-16,P0021,1,Defective,1096.3
R000933,O015493,2026-05-14,P0065,3,Not as Expected,920.42
R000934,O015504,2026-03-08,P0014,1,Changed Mind,1160.46
R000935,O015515,2026-01-18,P0059,2,Not as Expected,425.95
R000936,O015523,2026-06-05,P0041,3,Wrong Item,4535.86
R000937,O015527,2026-06-24,P0009,3,Defective,2537.32
R000938,O015540,2026-04-29,P0006,3,Defective,2567.57
R000939,O015552,2026-06-06,P0050,1,Not as Expected,1028.28
R000940,O015554,2026-05-04,P0019,1,Changed Mind,626.52
R000941,O015586,2026-05-06,P0051,1,Defective,81.76
R000942,O015595,2026-04-27,P0075,1,Changed Mind,786.05
R000943,O015602,2026-05-19,P0062,3,Not as Expected,766.89
R000944,O015622,2026-03-26,P0022,2,Not as Expected,3817.53
R000945,O015623,2026-06-20,P0068,2,Not as Expected,941.98
R000946,O015651,2026-03-10,P0061,1,Not as Expected,360.8
R000947,O015668,2026-02-24,P0028,1,Not as Expected,585.57
R000948,O015678,2026-05-16,P0012,1,Wrong Item,939.77
R000949,O015688,2026-03-16,P0020,2,Defective,2423.54
R000950,O015718,2026-06-09,P0046,2,Not as Expected,945.92
R000951,O015721,2026-05-07,P0060,3,Not as Expected,661.35
R000952,O015772,2026-07-14,P0079,5,Not as Expected,4178.5
R000953,O015785,2026-04-30,P0060,3,Not as Expected,656.69
R000954,O015814,2026-05-05,P0061,2,Changed Mind,759.88
R000955,O015839,2026-06-05,P0051,1,Not as Expected,83.69
R000956,O015850,2026-01-22,P0067,1,Wrong Item,624.13
R000957,O015853,2026-01-23,P0056,3,Changed Mind,977.44
R000958,O015862,2026-06-03,P0066,3,Not as Expected,1424.07
R000959,O015914,2026-04-01,P0013,3,Not as Expected,1357.68
R000960,O015915,2026-05-22,P0005,2,Defective,3219.84
R000961,O015916,2026-07-09,P0065,2,Changed Mind,609.6
R000962,O015919,2026-04-18,P0016,2,Defective,1117.81
R000963,O015933,2026-06-04,P0075,1,Not as Expected,757.94
R000964,O015966,2026-01-18,P0075,1,Not as Expected,763.03
R000965,O015999,2026-03-09,P0030,1,Changed Mind,696.8
R000966,O016048,2026-03-21,P0058,3,Changed Mind,628.17
R000967,O016070,2026-03-08,P0011,1,Changed Mind,1315.03
R000968,O016088,2026-02-11,P0019,1,Changed Mind,670.17
R000969,O016127,2026-07-08,P0061,3,Damaged,1089.51
R000970,O016148,2026-03-26,P0056,1,Defective,317.39
R000971,O016149,2026-01-10,P0062,1,Damaged,254.23
R000972,O016158,2026-04-07,P0063,1,Changed Mind,358.22
R000973,O016166,2026-03-20,P0028,1,Damaged,567.48
R000974,O016188,2026-06-20,P0063,1,Defective,376.2
R000975,O016204,2026-01-29,P0062,2,Changed Mind,550.07
R000976,O016208,2026-02-28,P0061,1,Changed Mind,383.25
R000977,O016225,2026-01-28,P0051,1,Defective,82.7
R000978,O016234,2026-02-27,P0064,1,Changed Mind,133.41
R000979,O016237,2026-07-09,P0040,2,Damaged,4549.07
R000980,O016239,2026-06-22,P0045,3,Defective,1851.85
R000981,O016245,2026-06-04,P0022,3,Not as Expected,5162.13
R000982,O016271,2026-07-08,P0073,2,Changed Mind,1138.34
R000983,O016304,2026-04-23,P0071,2,Wrong Item,1953.79
R000984,O016315,2026-05-02,P0071,2,Not as Expected,1926.17
R000985,O016327,2026-06-10,P0063,1,Not as Expected,344.87
R000986,O016331,2026-06-22,P0064,5,Damaged,638.02
R000987,O016363,2026-06-16,P0014,3,Defective,3168.57
R000988,O016369,2026-03-30,P0032,1,Changed Mind,795.39
R000989,O016422,2026-05-01,P0059,1,Not as Expected,210.07
R000990,O016437,2026-01-24,P0011,1,Defective,1339.79
R000991,O016440,2026-03-20,P0042,1,Defective,1181.15
R000992,O016442,2026-02-11,P0032,1,Damaged,761.95
R000993,O016455,2026-03-09,P0078,1,Changed Mind,643.39
R000994,O016459,2026-04-20,P0078,3,Defective,1975.73
R000995,O016475,2026-02-14,P0071,2,Defective,1921.31
R000996,O016490,2026-07-07,P0068,2,Changed Mind,929.67
R000997,O016496,2026-05-18,P0038,1,Defective,1429.63
R000998,O016506,2026-04-04,P0003,3,Changed Mind,3006.1
R000999,O016541,2026-03-12,P0049,2,Changed Mind,1544.95
R001000,O016543,2026-06-25,P0049,2,Changed Mind,1514.99
R001001,O016545,2026-06-21,P0037,2,Defective,1991.85
R001002,O016552,2026-02-21,P0053,3,Changed Mind,356.34
R001003,O016559,2026-06-27,P0078,3,Defective,1845.24
R001004,O016567,2026-02-15,P0051,1,Not as Expected,80.38
R001005,O016578,2026-06-02,P0066,3,Wrong Item,1376.72
R001006,O016600,2026-06-21,P0012,1,Changed Mind,931.94
R001007,O016601,2026-06-16,P0078,2,Defective,1256.82
R001008,O016639,2026-04-03,P0005,1,Changed Mind,1575.36
R001009,O016664,2026-06-16,P0069,2,Changed Mind,769.65
R001010,O016672,2026-04-17,P0061,3,Damaged,1133.45
R001011,O016674,2026-02-11,P0023,1,Damaged,1057.48
R001012,O016695,2026-02-10,P0045,1,Wrong Item,628.52
R001013,O016709,2026-02-22,P0022,2,Wrong Item,4028.35
R001014,O016715,2026-01-26,P0066,2,Wrong Item,910.69
R001015,O016765,2026-01-19,P0078,1,Changed Mind,601.84
R001016,O016777,2026-03-26,P0068,2,Changed Mind,901.91
R001017,O016784,2026-07-04,P0063,3,Defective,1079.83
R001018,O016786,2026-02-14,P0067,3,Not as Expected,1737.21
R001019,O016813,2026-04-05,P0023,1,Not as Expected,1066.95
R001020,O016824,2026-04-02,P0061,1,Not as Expected,385.01
R001021,O016831,2026-03-26,P0006,2,Defective,1658.47
R001022,O016833,2026-03-26,P0058,1,Changed Mind,215.86
R001023,O016847,2026-05-12,P0014,2,Changed Mind,2230.07
R001024,O016860,2026-06-22,P0065,3,Changed Mind,836.74
R001025,O016871,2026-02-24,P0064,2,Not as Expected,246.12
R001026,O016883,2026-03-25,P0003,1,Defective,942.98
R001027,O016910,2026-06-12,P0001,2,Damaged,2073.51
R001028,O016912,2026-02-27,P0062,2,Changed Mind,527.26
R001029,O016933,2026-06-24,P0062,3,Not as Expected,747.9
R001030,O016949,2026-03-17,P0040,2,Changed Mind,4319.02
R001031,O016951,2026-04-17,P0032,1,Changed Mind,753.96
R001032,O016961,2026-07-05,P0066,5,Changed Mind,2343.87
R001033,O017010,2026-01-24,P0070,2,Damaged,247.42
R001034,O017016,2026-05-04,P0058,1,Wrong Item,216.51
R001035,O017034,2026-06-10,P0032,1,Defective,748.16
R001036,O017041,2026-05-17,P0005,2,Changed Mind,3153.85
R001037,O017046,2026-03-29,P0060,1,Wrong Item,210.46
R001038,O017051,2026-02-06,P0051,1,Changed Mind,79.73
R001039,O017054,2026-02-04,P0035,2,Defective,3144.86
R001040,O017062,2026-05-22,P0023,1,Defective,1044.95
R001041,O017066,2026-05-28,P0016,1,Damaged,557.64
R001042,O017070,2026-07-21,P0068,3,Changed Mind,1276.52
R001043,O017085,2026-02-15,P0057,2,Damaged,896.96
R001044,O017094,2026-02-23,P0025,1,Not as Expected,1499.43
R001045,O017095,2026-05-22,P0024,2,Defective,3732.59
R001046,O017100,2026-03-10,P0010,1,Not as Expected,1211.16
R001047,O017101,2026-07-21,P0010,2,Defective,2272.35
R001048,O017114,2026-06-20,P0015,2,Damaged,1206.52
R001049,O017152,2026-06-25,P0055,2,Defective,347.53
R001050,O017162,2026-02-18,P0056,1,Wrong Item,330.04
R001051,O017173,2026-05-09,P0058,1,Not as Expected,199.55
R001052,O017174,2026-05-06,P0065,3,Changed Mind,929.94
R001053,O017176,2026-04-12,P0003,1,Damaged,925.04
R001054,O017194,2026-06-08,P0065,1,Defective,295.25
R001055,O017204,2026-07-05,P0012,3,Changed Mind,2688.52
R001056,O017211,2026-05-08,P0037,1,Changed Mind,1010.8
R001057,O017220,2026-02-02,P0067,2,Defective,1166.14
R001058,O017241,2026-03-23,P0054,1,Defective,465.45
R001059,O017259,2026-04-18,P0012,1,Wrong Item,1000.13
R001060,O017266,2026-06-08,P0072,1,Damaged,810.8
R001061,O017270,2026-06-13,P0023,2,Changed Mind,1967.8
R001062,O017274,2026-05-11,P0035,2,Damaged,3345.1
R001063,O017283,2026-06-15,P0011,1,Wrong Item,1137.15
R001064,O017286,2026-02-08,P0072,1,Changed Mind,807.02
R001065,O017288,2026-07-13,P0046,2,Defective,907.1
R001066,O017298,2026-02-04,P0056,1,Not as Expected,320.38
R001067,O017325,2026-03-18,P0029,1,Defective,1603.24
R001068,O017326,2026-03-08,P0041,1,Damaged,1471.64
R001069,O017345,2026-06-03,P0062,1,Not as Expected,261.4
R001070,O017423,2026-04-10,P0032,1,Changed Mind,776.99
R001071,O017443,2026-05-21,P0062,1,Defective,257.85
R001072,O017471,2026-03-10,P0055,3,Damaged,523.18
R001073,O017476,2026-04-25,P0036,1,Damaged,1396.46
R001074,O017488,2026-05-27,P0071,1,Not as Expected,982.8
R001075,O017490,2026-04-25,P0040,1,Defective,2142.29
R001076,O017512,2026-01-18,P0051,1,Damaged,83.68
R001077,O017539,2026-03-31,P0022,3,Damaged,5788.59
R001078,O017540,2026-04-01,P0027,3,Not as Expected,3448.34
R001079,O017542,2026-05-03,P0052,1,Damaged,162.99
R001080,O017543,2026-07-10,P0029,2,Not as Expected,3144.61
R001081,O017562,2026-02-06,P0034,3,Defective,3706.98
R001082,O017567,2026-03-25,P0065,1,Defective,283.93
R001083,O017571,2026-05-25,P0015,1,Damaged,667.8
R001084,O017581,2026-01-17,P0065,3,Wrong Item,921.66
R001085,O017588,2026-02-24,P0077,1,Defective,366.76
R001086,O017602,2026-07-01,P0019,3,Not as Expected,1781.91
R001087,O017612,2026-03-26,P0066,2,Defective,928.37
R001088,O017619,2026-06-13,P0062,1,Damaged,244.2
R001089,O017662,2026-05-01,P0041,3,Changed Mind,4791.64
R001090,O017698,2026-01-08,P0065,2,Changed Mind,597.35
R001091,O017735,2026-03-26,P0013,1,Damaged,490.11
R001092,O017738,2026-07-13,P0019,2,Defective,1163.25
R001093,O017747,2026-06-13,P0011,2,Defective,2483.12
R001094,O017753,2026-02-13,P0068,2,Defective,896.53
R001095,O017757,2026-01-31,P0016,1,Not as Expected,597.32
R001096,O017793,2026-01-08,P0028,1,Changed Mind,591.91
R001097,O017799,2026-01-12,P0052,1,Damaged,154.54
R001098,O017803,2026-02-15,P0062,2,Changed Mind,510.26
R001099,O017840,2026-02-09,P0027,3,Changed Mind,3594.64
R001100,O017860,2026-05-24,P0029,1,Wrong Item,1654.85
R001101,O017869,2026-04-14,P0015,1,Defective,658.04
R001102,O017875,2026-02-27,P0017,1,Wrong Item,616.4
R001103,O017891,2026-06-12,P0021,3,Damaged,3334.05
R001104,O017895,2026-07-14,P0071,3,Wrong Item,2857.48
R001105,O017902,2026-04-07,P0026,2,Changed Mind,3587.95
R001106,O017906,2026-05-04,P0074,1,Damaged,307.92
R001107,O017914,2026-06-14,P0022,1,Defective,1783.05
R001108,O017917,2026-03-27,P0026,1,Not as Expected,1782.69
R001109,O017947,2026-06-29,P0066,3,Damaged,1352.79
R001110,O017962,2026-04-12,P0034,3,Defective,4029.46
R001111,O017988,2026-04-06,P0004,1,Defective,1071.83
R001112,O017989,2026-04-28,P0066,1,Changed Mind,458.83
R001113,O018003,2026-05-14,P0040,3,Not as Expected,6892.11
R001114,O018042,2026-04-11,P0009,2,Not as Expected,1689.26
R001115,O018048,2026-06-21,P0077,2,Wrong Item,773.68
R001116,O018073,2026-07-10,P0065,2,Damaged,586.47
R001117,O018076,2026-05-29,P0005,1,Not as Expected,1727.25
R001118,O018081,2026-04-29,P0064,1,Wrong Item,125.92
R001119,O018092,2026-06-30,P0032,3,Defective,2344.98
R001120,O018099,2026-06-06,P0067,1,Damaged,586.27
R001121,O018112,2026-04-17,P0020,1,Damaged,1247.42
R001122,O018120,2026-01-18,P0019,1,Damaged,618.33
R001123,O018125,2026-04-12,P0017,1,Changed Mind,631.89
R001124,O018129,2026-06-23,P0066,2,Not as Expected,936.4
R001125,O018145,2026-02-03,P0045,2,Changed Mind,1175.83
R001126,O018157,2026-06-16,P0078,2,Damaged,1269.99
R001127,O018171,2026-04-05,P0080,2,Changed Mind,801.07
R001128,O018200,2026-01-31,P0049,1,Not as Expected,729.5
R001129,O018201,2026-05-15,P0069,1,Not as Expected,353.71
R001130,O018212,2026-03-11,P0034,2,Defective,2581.37
R001131,O018227,2026-04-02,P0022,1,Wrong Item,1998.74
R001132,O018234,2026-01-26,P0026,1,Changed Mind,1747.98
R001133,O018261,2026-01-23,P0047,2,Not as Expected,926.9
R001134,O018262,2026-06-28,P0062,3,Wrong Item,802.35
R001135,O018264,2026-06-22,P0057,2,Defective,944.09
R001136,O018281,2026-06-29,P0067,3,Changed Mind,1849.29
R001137,O018295,2026-06-19,P0064,1,Damaged,130.98
R001138,O018300,2026-03-11,P0062,1,Defective,250.65
R001139,O018312,2026-02-10,P0035,1,Defective,1576.89
R001140,O018317,2026-04-19,P0048,1,Defective,755.36
R001141,O018322,2026-04-05,P0065,2,Defective,581.07
R001142,O018326,2026-06-14,P0065,2,Damaged,602.19
R001143,O018372,2026-04-17,P0070,1,Defective,134.21
R001144,O018377,2026-06-17,P0070,5,Changed Mind,600.34
R001145,O018407,2026-04-06,P0029,3,Not as Expected,4837.32
R001146,O018408,2026-05-17,P0004,1,Wrong Item,1098.13
R001147,O018414,2026-02-14,P0062,1,Defective,254.67
R001148,O018452,2026-04-17,P0017,1,Not as Expected,612.48
R001149,O018462,2026-07-13,P0013,5,Damaged,2106.62
R001150,O018467,2026-05-14,P0056,1,Changed Mind,342.68
R001151,O018499,2026-03-05,P0032,2,Not as Expected,1472.17
R001152,O018509,2026-03-14,P0073,2,Wrong Item,1153.01
R001153,O018520,2026-07-17,P0042,2,Changed Mind,2507.79
R001154,O018532,2026-07-16,P0055,2,Changed Mind,335.67
R001155,O018535,2026-01-22,P0031,1,Not as Expected,2124.93
R001156,O018555,2026-06-28,P0070,3,Not as Expected,362.66
R001157,O018557,2026-03-18,P0068,1,Damaged,439.82
R001158,O018561,2026-02-05,P0062,2,Wrong Item,526.25
R001159,O018572,2026-02-25,P0064,3,Damaged,374.83
R001160,O018593,2026-02-14,P0009,1,Wrong Item,834.63
R001161,O018596,2026-06-22,P0055,2,Wrong Item,326.52
R001162,O018616,2026-05-07,P0065,2,Not as Expected,623.87
R001163,O018625,2026-04-19,P0073,1,Damaged,586.2
R001164,O018676,2026-03-22,P0054,1,Not as Expected,439.59
R001165,O018681,2026-02-22,P0070,1,Damaged,128.56
R001166,O018685,2026-01-15,P0006,2,Not as Expected,1714.66
R001167,O018697,2026-03-23,P0016,1,Defective,584.76
R001168,O018699,2026-02-10,P0070,1,Changed Mind,121.3
R001169,O018717,2026-06-09,P0014,1,Changed Mind,1153.75
R001170,O018718,2026-01-29,P0066,1,Changed Mind,477.49
R001171,O018728,2026-05-11,P0062,1,Changed Mind,266.73
R001172,O018736,2026-03-09,P0054,1,Not as Expected,434.98
R001173,O018743,2026-02-13,P0033,1,Not as Expected,1690.68
R001174,O018762,2026-04-29,P0066,1,Not as Expected,458.76
R001175,O018770,2026-05-30,P0030,1,Defective,647.98
R001176,O018794,2026-07-08,P0066,5,Defective,2354.16
R001177,O018798,2026-04-01,P0080,1,Changed Mind,381.8
R001178,O018805,2026-03-14,P0065,1,Defective,288.42
R001179,O018808,2026-04-01,P0070,1,Changed Mind,126.1
R001180,O018822,2026-05-24,P0058,1,Changed Mind,209.27
R001181,O018828,2026-05-20,P0042,1,Changed Mind,1296.84
R001182,O018837,2026-06-19,P0078,5,Damaged,3191.03
R001183,O018840,2026-02-15,P0008,1,Wrong Item,1125.15
R001184,O018853,2026-05-20,P0062,2,Defective,513.6
R001185,O018894,2026-04-19,P0045,1,Defective,598.53
R001186,O018908,2026-01-27,P0016,1,Defective,590.74
R001187,O018918,2026-06-25,P0058,5,Changed Mind,1050.21
R001188,O018927,2026-05-14,P0003,1,Defective,926.38
R001189,O018949,2026-03-02,P0005,1,Defective,1642.28
R001190,O018953,2026-06-03,P0067,1,Not as Expected,619.0
R001191,O018973,2026-05-15,P0029,1,Not as Expected,1580.59
R001192,O018977,2026-01-08,P0061,3,Wrong Item,1058.42
R001193,O018979,2026-01-19,P0035,1,Not as Expected,1553.02
R001194,O018992,2026-04-23,P0018,2,Wrong Item,2058.39
R001195,O019003,2026-05-16,P0026,3,Changed Mind,5107.03
R001196,O019021,2026-02-04,P0022,1,Wrong Item,1914.45
R001197,O019047,2026-02-01,P0056,1,Defective,346.33
R001198,O019057,2026-05-26,P0024,1,Not as Expected,1755.65
R001199,O019059,2026-06-05,P0024,1,Changed Mind,1592.48
R001200,O019073,2026-04-07,P0024,3,Defective,5333.76
R001201,O019077,2026-02-12,P0047,1,Defective,457.32
R001202,O019094,2026-06-23,P0017,3,Changed Mind,1803.34
R001203,O019101,2026-04-26,P0025,1,Changed Mind,1383.13
R001204,O019124,2026-04-25,P0024,1,Changed Mind,1853.0
R001205,O019142,2026-02-25,P0077,1,Damaged,359.35
R001206,O019167,2026-06-02,P0070,1,Not as Expected,128.01
R001207,O019173,2026-05-15,P0063,3,Not as Expected,1099.44
R001208,O019186,2026-02-07,P0036,1,Defective,1313.94
R001209,O019203,2026-05-11,P0024,2,Changed Mind,3668.5
R001210,O019225,2026-05-10,P0049,1,Defective,726.19
R001211,O019226,2026-02-09,P0025,1,Changed Mind,1537.37
R001212,O019249,2026-03-27,P0022,3,Defective,6089.95
R001213,O019269,2026-06-13,P0011,1,Not as Expected,1173.15
R001214,O019271,2026-05-28,P0040,1,Defective,2167.46
R001215,O019273,2026-05-24,P0065,1,Defective,287.86
R001216,O019314,2026-06-17,P0031,2,Defective,3916.57
R001217,O019322,2026-04-25,P0029,3,Changed Mind,4638.75
R001218,O019341,2026-06-24,P0016,3,Defective,1603.1
R001219,O019354,2026-03-05,P0061,1,Damaged,351.85
R001220,O019390,2026-01-20,P0011,1,Not as Expected,1231.24
R001221,O019397,2026-01-07,P0061,1,Changed Mind,377.94
R001222,O019422,2026-03-19,P0008,1,Changed Mind,1031.75
R001223,O019453,2026-03-27,P0018,1,Defective,1018.02
R001224,O019471,2026-02-07,P0075,1,Defective,785.17
R001225,O019484,2026-05-02,P0068,3,Damaged,1353.33
R001226,O019490,2026-07-07,P0076,2,Damaged,2040.19
R001227,O019495,2026-04-08,P0076,2,Wrong Item,2064.84
R001228,O019497,2026-04-29,P0065,2,Changed Mind,593.62
R001229,O019533,2026-06-24,P0054,2,Damaged,911.62
R001230,O019583,2026-06-05,P0016,2,Not as Expected,1089.23
R001231,O019596,2026-05-09,P0027,2,Damaged,2338.38
R001232,O019598,2026-04-07,P0067,3,Changed Mind,1728.16
R001233,O019664,2026-03-19,P0054,1,Defective,441.73
R001234,O019666,2026-02-03,P0009,1,Changed Mind,875.92
R001235,O019708,2026-05-24,P0018,3,Damaged,2843.29
R001236,O019745,2026-07-15,P0061,2,Wrong Item,714.67
R001237,O019748,2026-01-22,P0030,2,Not as Expected,1329.03
R001238,O019758,2026-04-25,P0014,1,Defective,1190.66
R001239,O019773,2026-03-10,P0018,1,Defective,972.58
R001240,O019782,2026-05-16,P0020,3,Not as Expected,3709.11
R001241,O019787,2026-06-30,P0014,2,Not as Expected,2104.44
R001242,O019791,2026-01-26,P0022,1,Changed Mind,1842.84
R001243,O019840,2026-02-22,P0070,1,Defective,124.43
R001244,O019846,2026-05-17,P0008,3,Defective,3327.73
R001245,O019850,2026-05-18,P0020,2,Defective,2508.69
R001246,O019859,2026-06-22,P0067,1,Defective,623.49
R001247,O019872,2026-06-16,P0058,1,Defective,203.13
R001248,O019884,2026-06-12,P0067,2,Wrong Item,1173.52
R001249,O019886,2026-04-25,P0009,2,Not as Expected,1664.3
R001250,O019891,2026-02-09,P0002,1,Defective,1436.03
R001251,O019905,2026-06-20,P0069,5,Changed Mind,1897.14
R001252,O019916,2026-02-06,P0011,3,Defective,4038.42
R001253,O019958,2026-05-30,P0043,2,Defective,1326.75
R001254,O020007,2026-03-08,P0059,2,Wrong Item,414.56
R001255,O020021,2026-02-10,P0058,1,Defective,202.09
R001256,O020027,2026-03-24,P0002,2,Defective,2927.07
R001257,O020031,2026-02-03,P0055,1,Wrong Item,177.92
R001258,O020038,2026-06-16,P0074,2,Changed Mind,626.61
R001259,O020040,2026-04-10,P0007,1,Not as Expected,1140.13
R001260,O020043,2026-03-09,P0023,1,Changed Mind,1055.72
R001261,O020063,2026-05-03,P0002,3,Changed Mind,4445.35
R001262,O020096,2026-05-11,P0060,3,Not as Expected,642.17
R001263,O020116,2026-07-16,P0028,3,Damaged,1582.95
R001264,O020118,2026-04-27,P0038,2,Changed Mind,3031.82
R001265,O020148,2026-01-31,P0023,2,Defective,1982.88
R001266,O020188,2026-02-17,P0014,1,Not as Expected,1159.02
R001267,O020226,2026-07-09,P0077,5,Defective,1876.42
R001268,O020242,2026-01-30,P0057,2,Defective,878.19
R001269,O020288,2026-04-29,P0004,3,Changed Mind,3285.57
R001270,O020324,2026-06-17,P0018,2,Changed Mind,1867.86
R001271,O020330,2026-07-23,P0021,2,Defective,2081.4
R001272,O020340,2026-04-14,P0045,2,Changed Mind,1179.82
R001273,O020344,2026-02-08,P0075,1,Defective,727.13
R001274,O020368,2026-01-31,P0011,1,Defective,1343.23
R001275,O020384,2026-03-12,P0073,1,Not as Expected,574.25
R001276,O020402,2026-02-27,P0034,1,Changed Mind,1229.21
R001277,O020418,2026-05-09,P0060,3,Defective,659.09
R001278,O020422,2026-07-12,P0070,3,Changed Mind,357.39
R001279,O020446,2026-05-23,P0001,2,Changed Mind,2205.8
R001280,O020449,2026-06-18,P0069,5,Damaged,1929.24
R001281,O020466,2026-04-03,P0003,1,Not as Expected,1006.28
R001282,O020482,2026-05-16,P0067,1,Changed Mind,631.91
R001283,O020487,2026-05-06,P0063,3,Changed Mind,1085.01
R001284,O020494,2026-02-26,P0037,1,Wrong Item,999.92
R001285,O020497,2026-04-21,P0022,1,Wrong Item,1997.49
R001286,O020502,2026-06-26,P0005,2,Changed Mind,3059.29
R001287,O020513,2026-01-25,P0044,1,Defective,636.05
R001288,O020528,2026-05-15,P0056,1,Damaged,348.72
R001289,O020540,2026-02-15,P0027,2,Changed Mind,2406.82
R001290,O020555,2026-05-22,P0072,3,Wrong Item,2604.46
R001291,O020571,2026-03-02,P0056,1,Not as Expected,336.72
R001292,O020589,2026-07-01,P0016,2,Not as Expected,1007.51
R001293,O020616,2026-04-12,P0019,1,Wrong Item,608.26
R001294,O020631,2026-03-08,P0032,3,Damaged,2246.25
R001295,O020645,2026-03-20,P0054,3,Not as Expected,1356.01
R001296,O020650,2026-05-20,P0020,3,Damaged,3815.84
R001297,O020654,2026-02-14,P0049,1,Damaged,774.13
R001298,O020661,2026-02-19,P0018,1,Wrong Item,1062.0
R001299,O020676,2026-02-18,P0014,1,Damaged,1092.86
R001300,O020678,2026-05-26,P0002,2,Wrong Item,3037.63
R001301,O020705,2026-02-20,P0037,1,Damaged,985.25
R001302,O020714,2026-01-23,P0071,1,Wrong Item,997.35
R001303,O020728,2026-05-20,P0036,3,Changed Mind,4171.11
R001304,O020732,2026-04-22,P0076,1,Defective,1060.12
R001305,O020804,2026-03-26,P0062,1,Not as Expected,272.72
R001306,O020806,2026-03-12,P0063,1,Defective,389.54
R001307,O020816,2026-04-01,P0066,1,Wrong Item,478.85
R001308,O020821,2026-05-31,P0029,3,Wrong Item,4581.03
R001309,O020825,2026-02-25,P0054,1,Wrong Item,478.48
R001310,O020845,2026-04-21,P0069,1,Changed Mind,392.26
R001311,O020852,2026-05-06,P0047,3,Damaged,1386.3
R001312,O020854,2026-05-17,P0062,1,Not as Expected,260.49
R001313,O020859,2026-02-06,P0057,1,Defective,467.42
R001314,O020872,2026-03-13,P0007,3,Wrong Item,3128.2
R001315,O020902,2026-03-08,P0076,1,Damaged,1075.02
R001316,O020906,2026-04-03,P0053,3,Defective,336.04
R001317,O020926,2026-01-17,P0019,1,Defective,624.95
R001318,O020929,2026-04-24,P0021,1,Defective,1127.09
R001319,O020940,2026-06-19,P0021,3,Not as Expected,3353.66
R001320,O020941,2026-06-15,P0063,1,Damaged,352.67
R001321,O020943,2026-05-21,P0070,1,Not as Expected,134.36
R001322,O020947,2026-04-03,P0028,1,Damaged,586.24
R001323,O020948,2026-03-10,P0069,1,Not as Expected,384.96
R001324,O020990,2026-06-09,P0009,1,Changed Mind,846.87
R001325,O021013,2026-05-23,P0028,2,Changed Mind,1101.81
R001326,O021020,2026-01-12,P0009,2,Changed Mind,1704.9
R001327,O021059,2026-03-31,P0065,2,Damaged,567.07
R001328,O021061,2026-06-09,P0067,1,Damaged,587.17
R001329,O021065,2026-06-20,P0078,3,Not as Expected,1823.79
R001330,O021069,2026-02-11,P0019,1,Changed Mind,664.66
R001331,O021078,2026-05-19,P0016,1,Changed Mind,546.29
R001332,O021087,2026-04-29,P0065,1,Not as Expected,295.32
R001333,O021089,2026-05-02,P0042,2,Damaged,2567.51
R001334,O021106,2026-06-09,P0080,2,Damaged,804.54
